,p,ratio,n,beta,Graph,rep,Rand,Estimator,Bias
9935,0.2,0.1,96,1,96-0,987,Bernoulli,Graph-Aware,-0.060949436159196776
9936,0.2,0.1,96,1,96-0,987,Bernoulli,Diff-Means-Stnd,-0.07757496045226527
9937,0.2,0.1,96,1,96-0,987,Bernoulli,Diff-Means-Frac-0.75,-0.5926174059539794
9938,0.2,0.1,96,1,96-0,987,Bernoulli,LeastSqs-Prop,-0.017812500132877305
9939,0.2,0.1,96,1,96-0,987,Bernoulli,LeastSqs-Num,0.07734924924610034
9940,0.2,0.1,96,1,96-0,988,Bernoulli,Graph-Aware,-0.061496156476644546
9941,0.2,0.1,96,1,96-0,988,Bernoulli,Diff-Means-Stnd,-0.08580807266196162
9942,0.2,0.1,96,1,96-0,988,Bernoulli,Diff-Means-Frac-0.75,-0.13893383716783078
9943,0.2,0.1,96,1,96-0,988,Bernoulli,LeastSqs-Prop,0.008290819593527714
9944,0.2,0.1,96,1,96-0,988,Bernoulli,LeastSqs-Num,0.0798757549176923
9945,0.2,0.1,96,1,96-0,989,Bernoulli,Graph-Aware,-0.05275297996427864
9946,0.2,0.1,96,1,96-0,989,Bernoulli,Diff-Means-Stnd,-0.0893681756543567
9947,0.2,0.1,96,1,96-0,989,Bernoulli,Diff-Means-Frac-0.75,-1.1075133661538383
9948,0.2,0.1,96,1,96-0,989,Bernoulli,LeastSqs-Prop,-0.04688736433167006
9949,0.2,0.1,96,1,96-0,989,Bernoulli,LeastSqs-Num,0.036652045750737404
9950,0.2,0.1,96,1,96-0,990,Bernoulli,Graph-Aware,0.09686064628698153
9951,0.2,0.1,96,1,96-0,990,Bernoulli,Diff-Means-Stnd,-0.09201692406737211
9952,0.2,0.1,96,1,96-0,990,Bernoulli,Diff-Means-Frac-0.75,-0.24633249475997507
9953,0.2,0.1,96,1,96-0,990,Bernoulli,LeastSqs-Prop,-0.0277825529721728
9954,0.2,0.1,96,1,96-0,990,Bernoulli,LeastSqs-Num,0.0601262262619019
9955,0.2,0.1,96,1,96-0,991,Bernoulli,Graph-Aware,0.0912074710398416
9956,0.2,0.1,96,1,96-0,991,Bernoulli,Diff-Means-Stnd,-0.09882531919467687
9957,0.2,0.1,96,1,96-0,991,Bernoulli,Diff-Means-Frac-0.75,-1.1075282875317425
9958,0.2,0.1,96,1,96-0,991,Bernoulli,LeastSqs-Prop,-0.06360709049174929
9959,0.2,0.1,96,1,96-0,991,Bernoulli,LeastSqs-Num,0.04626776918278273
9960,0.2,0.1,96,1,96-0,992,Bernoulli,Graph-Aware,-0.11561283950911382
9961,0.2,0.1,96,1,96-0,992,Bernoulli,Diff-Means-Stnd,-0.10732928870149744
9962,0.2,0.1,96,1,96-0,992,Bernoulli,Diff-Means-Frac-0.75,-1.1083894974415731
9963,0.2,0.1,96,1,96-0,992,Bernoulli,LeastSqs-Prop,-0.06496396554567556
9964,0.2,0.1,96,1,96-0,992,Bernoulli,LeastSqs-Num,0.014304959285059989
9965,0.2,0.1,96,1,96-0,993,Bernoulli,Graph-Aware,0.010193714310266128
9966,0.2,0.1,96,1,96-0,993,Bernoulli,Diff-Means-Stnd,-0.10396977171474159
9967,0.2,0.1,96,1,96-0,993,Bernoulli,Diff-Means-Frac-0.75,-1.1085090881934692
9968,0.2,0.1,96,1,96-0,993,Bernoulli,LeastSqs-Prop,-0.05429440749026688
9969,0.2,0.1,96,1,96-0,993,Bernoulli,LeastSqs-Num,0.03472409036368058
9970,0.2,0.1,96,1,96-0,994,Bernoulli,Graph-Aware,0.016094025574450943
9971,0.2,0.1,96,1,96-0,994,Bernoulli,Diff-Means-Stnd,-0.09093948997266264
9972,0.2,0.1,96,1,96-0,994,Bernoulli,Diff-Means-Frac-0.75,0.614049257079027
9973,0.2,0.1,96,1,96-0,994,Bernoulli,LeastSqs-Prop,-0.06143979192535088
9974,0.2,0.1,96,1,96-0,994,Bernoulli,LeastSqs-Num,0.04643608957202029
9975,0.2,0.1,96,1,96-0,995,Bernoulli,Graph-Aware,-0.1080410521340019
9976,0.2,0.1,96,1,96-0,995,Bernoulli,Diff-Means-Stnd,-0.10697818636563411
9977,0.2,0.1,96,1,96-0,995,Bernoulli,Diff-Means-Frac-0.75,-0.3298345295605728
9978,0.2,0.1,96,1,96-0,995,Bernoulli,LeastSqs-Prop,-0.024924241767619804
9979,0.2,0.1,96,1,96-0,995,Bernoulli,LeastSqs-Num,0.055643643559648
9980,0.2,0.1,96,1,96-0,996,Bernoulli,Graph-Aware,0.09735011234010442
9981,0.2,0.1,96,1,96-0,996,Bernoulli,Diff-Means-Stnd,-0.09431403037189671
9982,0.2,0.1,96,1,96-0,996,Bernoulli,Diff-Means-Frac-0.75,-1.1076669696882104
9983,0.2,0.1,96,1,96-0,996,Bernoulli,LeastSqs-Prop,-0.0033725409261218327
9984,0.2,0.1,96,1,96-0,996,Bernoulli,LeastSqs-Num,0.06262774862245563
9985,0.2,0.1,96,1,96-0,997,Bernoulli,Graph-Aware,0.1990060062107025
9986,0.2,0.1,96,1,96-0,997,Bernoulli,Diff-Means-Stnd,-0.08060894492602085
9987,0.2,0.1,96,1,96-0,997,Bernoulli,Diff-Means-Frac-0.75,-0.263793909434494
9988,0.2,0.1,96,1,96-0,997,Bernoulli,LeastSqs-Prop,-0.007670005429153761
9989,0.2,0.1,96,1,96-0,997,Bernoulli,LeastSqs-Num,0.0484087323395705
9990,0.2,0.1,96,1,96-0,998,Bernoulli,Graph-Aware,0.0807373654457292
9991,0.2,0.1,96,1,96-0,998,Bernoulli,Diff-Means-Stnd,-0.08706795235943682
9992,0.2,0.1,96,1,96-0,998,Bernoulli,Diff-Means-Frac-0.75,-0.5813884101950506
9993,0.2,0.1,96,1,96-0,998,Bernoulli,LeastSqs-Prop,-0.05848023221016257
9994,0.2,0.1,96,1,96-0,998,Bernoulli,LeastSqs-Num,0.016044713971804254
9995,0.2,0.1,96,1,96-0,999,Bernoulli,Graph-Aware,0.06486583744486918
9996,0.2,0.1,96,1,96-0,999,Bernoulli,Diff-Means-Stnd,-0.11523796332686011
9997,0.2,0.1,96,1,96-0,999,Bernoulli,Diff-Means-Frac-0.75,0.6439252841869553
9998,0.2,0.1,96,1,96-0,999,Bernoulli,LeastSqs-Prop,-0.039385965908660836
9999,0.2,0.1,96,1,96-0,999,Bernoulli,LeastSqs-Num,0.03704215474569513
10000,0.2,0.25,96,1,96-0,0,Bernoulli,Graph-Aware,0.06401106046822774
10001,0.2,0.25,96,1,96-0,0,Bernoulli,Diff-Means-Stnd,-0.20811307425788989
10002,0.2,0.25,96,1,96-0,0,Bernoulli,Diff-Means-Frac-0.75,-0.04410908915997883
10003,0.2,0.25,96,1,96-0,0,Bernoulli,LeastSqs-Prop,-0.06101939811317055
10004,0.2,0.25,96,1,96-0,0,Bernoulli,LeastSqs-Num,0.0878245788898895
10005,0.2,0.25,96,1,96-0,1,Bernoulli,Graph-Aware,-0.40932710147815443
10006,0.2,0.25,96,1,96-0,1,Bernoulli,Diff-Means-Stnd,-0.19397790724401492
10007,0.2,0.25,96,1,96-0,1,Bernoulli,Diff-Means-Frac-0.75,-0.48690966612884057
10008,0.2,0.25,96,1,96-0,1,Bernoulli,LeastSqs-Prop,-0.07646052791237715
10009,0.2,0.25,96,1,96-0,1,Bernoulli,LeastSqs-Num,0.09343291035709417
10010,0.2,0.25,96,1,96-0,2,Bernoulli,Graph-Aware,0.016951493451913997
10011,0.2,0.25,96,1,96-0,2,Bernoulli,Diff-Means-Stnd,-0.19176559730157083
10012,0.2,0.25,96,1,96-0,2,Bernoulli,Diff-Means-Frac-0.75,-0.540721541630596
10013,0.2,0.25,96,1,96-0,2,Bernoulli,LeastSqs-Prop,-0.06883668199859552
10014,0.2,0.25,96,1,96-0,2,Bernoulli,LeastSqs-Num,0.07761116125287176
10015,0.2,0.25,96,1,96-0,3,Bernoulli,Graph-Aware,0.10062495093092286
10016,0.2,0.25,96,1,96-0,3,Bernoulli,Diff-Means-Stnd,-0.20555588536700045
10017,0.2,0.25,96,1,96-0,3,Bernoulli,Diff-Means-Frac-0.75,-0.20088884018809108
10018,0.2,0.25,96,1,96-0,3,Bernoulli,LeastSqs-Prop,-0.08425183622648434
10019,0.2,0.25,96,1,96-0,3,Bernoulli,LeastSqs-Num,0.07024781987775901
10020,0.2,0.25,96,1,96-0,4,Bernoulli,Graph-Aware,-0.13239142889620786
10021,0.2,0.25,96,1,96-0,4,Bernoulli,Diff-Means-Stnd,-0.19551889198333033
10022,0.2,0.25,96,1,96-0,4,Bernoulli,Diff-Means-Frac-0.75,-0.3815516894488748
10023,0.2,0.25,96,1,96-0,4,Bernoulli,LeastSqs-Prop,-0.04695841520623035
10024,0.2,0.25,96,1,96-0,4,Bernoulli,LeastSqs-Num,0.11197576056817707
10025,0.2,0.25,96,1,96-0,5,Bernoulli,Graph-Aware,-0.025115242889376242
10026,0.2,0.25,96,1,96-0,5,Bernoulli,Diff-Means-Stnd,-0.2131167777358869
10027,0.2,0.25,96,1,96-0,5,Bernoulli,Diff-Means-Frac-0.75,-0.7887079878953971
10028,0.2,0.25,96,1,96-0,5,Bernoulli,LeastSqs-Prop,-0.08893100736923497
10029,0.2,0.25,96,1,96-0,5,Bernoulli,LeastSqs-Num,0.06748594659841053
10030,0.2,0.25,96,1,96-0,6,Bernoulli,Graph-Aware,0.06968571369970158
10031,0.2,0.25,96,1,96-0,6,Bernoulli,Diff-Means-Stnd,-0.19819089266978931
10032,0.2,0.25,96,1,96-0,6,Bernoulli,Diff-Means-Frac-0.75,-0.8564686690222778
10033,0.2,0.25,96,1,96-0,6,Bernoulli,LeastSqs-Prop,-0.04545800833331803
10034,0.2,0.25,96,1,96-0,6,Bernoulli,LeastSqs-Num,0.10800464686135654
10035,0.2,0.25,96,1,96-0,7,Bernoulli,Graph-Aware,-0.25304636376390366
10036,0.2,0.25,96,1,96-0,7,Bernoulli,Diff-Means-Stnd,-0.20210569391562824
10037,0.2,0.25,96,1,96-0,7,Bernoulli,Diff-Means-Frac-0.75,-0.5072259254078677
10038,0.2,0.25,96,1,96-0,7,Bernoulli,LeastSqs-Prop,-0.09882665682028507
10039,0.2,0.25,96,1,96-0,7,Bernoulli,LeastSqs-Num,0.07807818245375803
10040,0.2,0.25,96,1,96-0,8,Bernoulli,Graph-Aware,0.005189378918461336
10041,0.2,0.25,96,1,96-0,8,Bernoulli,Diff-Means-Stnd,-0.20831876475167896
10042,0.2,0.25,96,1,96-0,8,Bernoulli,Diff-Means-Frac-0.75,-1.1124386131872777
10043,0.2,0.25,96,1,96-0,8,Bernoulli,LeastSqs-Prop,-0.06188215345603943
10044,0.2,0.25,96,1,96-0,8,Bernoulli,LeastSqs-Num,0.08414993301324847
10045,0.2,0.25,96,1,96-0,9,Bernoulli,Graph-Aware,-0.0241211177894722
10046,0.2,0.25,96,1,96-0,9,Bernoulli,Diff-Means-Stnd,-0.20006011698965684
10047,0.2,0.25,96,1,96-0,9,Bernoulli,Diff-Means-Frac-0.75,-1.1124737934482556
10048,0.2,0.25,96,1,96-0,9,Bernoulli,LeastSqs-Prop,-0.07888859388808722
10049,0.2,0.25,96,1,96-0,9,Bernoulli,LeastSqs-Num,0.08053962726795137
10050,0.2,0.25,96,1,96-0,10,Bernoulli,Graph-Aware,0.048867763770223574
10051,0.2,0.25,96,1,96-0,10,Bernoulli,Diff-Means-Stnd,-0.19576796270989705
10052,0.2,0.25,96,1,96-0,10,Bernoulli,Diff-Means-Frac-0.75,-0.5318580896841398
10053,0.2,0.25,96,1,96-0,10,Bernoulli,LeastSqs-Prop,-0.05572757994350182
10054,0.2,0.25,96,1,96-0,10,Bernoulli,LeastSqs-Num,0.08513511883576087
10055,0.2,0.25,96,1,96-0,11,Bernoulli,Graph-Aware,-0.054661427632250764
10056,0.2,0.25,96,1,96-0,11,Bernoulli,Diff-Means-Stnd,-0.19288129763472317
10057,0.2,0.25,96,1,96-0,11,Bernoulli,Diff-Means-Frac-0.75,-0.106436087963007
10058,0.2,0.25,96,1,96-0,11,Bernoulli,LeastSqs-Prop,-0.06116833762753176
10059,0.2,0.25,96,1,96-0,11,Bernoulli,LeastSqs-Num,0.11295945742389896
10060,0.2,0.25,96,1,96-0,12,Bernoulli,Graph-Aware,0.2754410162641995
10061,0.2,0.25,96,1,96-0,12,Bernoulli,Diff-Means-Stnd,-0.18769916289766056
10062,0.2,0.25,96,1,96-0,12,Bernoulli,Diff-Means-Frac-0.75,-0.3578181359320096
10063,0.2,0.25,96,1,96-0,12,Bernoulli,LeastSqs-Prop,-0.031466537519888045
10064,0.2,0.25,96,1,96-0,12,Bernoulli,LeastSqs-Num,0.12256394676301637
10065,0.2,0.25,96,1,96-0,13,Bernoulli,Graph-Aware,-0.1223600943042088
10066,0.2,0.25,96,1,96-0,13,Bernoulli,Diff-Means-Stnd,-0.19672323067181097
10067,0.2,0.25,96,1,96-0,13,Bernoulli,Diff-Means-Frac-0.75,-0.20283583425492838
10068,0.2,0.25,96,1,96-0,13,Bernoulli,LeastSqs-Prop,-0.07432137446342704
10069,0.2,0.25,96,1,96-0,13,Bernoulli,LeastSqs-Num,0.10431872753727466
10070,0.2,0.25,96,1,96-0,14,Bernoulli,Graph-Aware,-0.16874814894001897
10071,0.2,0.25,96,1,96-0,14,Bernoulli,Diff-Means-Stnd,-0.19812587823219316
10072,0.2,0.25,96,1,96-0,14,Bernoulli,Diff-Means-Frac-0.75,-0.8820084372476713
10073,0.2,0.25,96,1,96-0,14,Bernoulli,LeastSqs-Prop,-0.06234294045369102
10074,0.2,0.25,96,1,96-0,14,Bernoulli,LeastSqs-Num,0.06315133866265325
10075,0.2,0.25,96,1,96-0,15,Bernoulli,Graph-Aware,0.023086312952474628
10076,0.2,0.25,96,1,96-0,15,Bernoulli,Diff-Means-Stnd,-0.22254655273922128
10077,0.2,0.25,96,1,96-0,15,Bernoulli,Diff-Means-Frac-0.75,-1.112446763676028
10078,0.2,0.25,96,1,96-0,15,Bernoulli,LeastSqs-Prop,-0.0691551667546344
10079,0.2,0.25,96,1,96-0,15,Bernoulli,LeastSqs-Num,0.07565668216351688
10080,0.2,0.25,96,1,96-0,16,Bernoulli,Graph-Aware,0.13200313241945688
10081,0.2,0.25,96,1,96-0,16,Bernoulli,Diff-Means-Stnd,-0.1948929333799326
10082,0.2,0.25,96,1,96-0,16,Bernoulli,Diff-Means-Frac-0.75,-0.31693057246235307
10083,0.2,0.25,96,1,96-0,16,Bernoulli,LeastSqs-Prop,-0.04452127932235122
10084,0.2,0.25,96,1,96-0,16,Bernoulli,LeastSqs-Num,0.12100573506053652
10085,0.2,0.25,96,1,96-0,17,Bernoulli,Graph-Aware,0.10830962300632042
10086,0.2,0.25,96,1,96-0,17,Bernoulli,Diff-Means-Stnd,-0.19649954445664086
10087,0.2,0.25,96,1,96-0,17,Bernoulli,Diff-Means-Frac-0.75,-1.1121528379833439
10088,0.2,0.25,96,1,96-0,17,Bernoulli,LeastSqs-Prop,-0.06632891803103226
10089,0.2,0.25,96,1,96-0,17,Bernoulli,LeastSqs-Num,0.09865057200022684
10090,0.2,0.25,96,1,96-0,18,Bernoulli,Graph-Aware,0.1633942025632005
10091,0.2,0.25,96,1,96-0,18,Bernoulli,Diff-Means-Stnd,-0.1954548812693629
10092,0.2,0.25,96,1,96-0,18,Bernoulli,Diff-Means-Frac-0.75,-0.7560087606442836
10093,0.2,0.25,96,1,96-0,18,Bernoulli,LeastSqs-Prop,-0.020668738438346934
10094,0.2,0.25,96,1,96-0,18,Bernoulli,LeastSqs-Num,0.1231587617561968
10095,0.2,0.25,96,1,96-0,19,Bernoulli,Graph-Aware,-0.0018495634311482727
10096,0.2,0.25,96,1,96-0,19,Bernoulli,Diff-Means-Stnd,-0.1919210443960343
10097,0.2,0.25,96,1,96-0,19,Bernoulli,Diff-Means-Frac-0.75,-0.4663888771324734
10098,0.2,0.25,96,1,96-0,19,Bernoulli,LeastSqs-Prop,-0.0371981326831173
10099,0.2,0.25,96,1,96-0,19,Bernoulli,LeastSqs-Num,0.10099328051923678
10100,0.2,0.25,96,1,96-0,20,Bernoulli,Graph-Aware,-0.18249475083390967
10101,0.2,0.25,96,1,96-0,20,Bernoulli,Diff-Means-Stnd,-0.19341310331037664
10102,0.2,0.25,96,1,96-0,20,Bernoulli,Diff-Means-Frac-0.75,0.2558418643807067
10103,0.2,0.25,96,1,96-0,20,Bernoulli,LeastSqs-Prop,-0.05216997712423744
10104,0.2,0.25,96,1,96-0,20,Bernoulli,LeastSqs-Num,0.08351847819704811
10105,0.2,0.25,96,1,96-0,21,Bernoulli,Graph-Aware,0.014970871051320155
10106,0.2,0.25,96,1,96-0,21,Bernoulli,Diff-Means-Stnd,-0.1877458753480942
10107,0.2,0.25,96,1,96-0,21,Bernoulli,Diff-Means-Frac-0.75,-1.1122067141760061
10108,0.2,0.25,96,1,96-0,21,Bernoulli,LeastSqs-Prop,-0.06310258675200882
10109,0.2,0.25,96,1,96-0,21,Bernoulli,LeastSqs-Num,0.08606084304259919
10110,0.2,0.25,96,1,96-0,22,Bernoulli,Graph-Aware,0.05513359774023997
10111,0.2,0.25,96,1,96-0,22,Bernoulli,Diff-Means-Stnd,-0.20148822436327593
10112,0.2,0.25,96,1,96-0,22,Bernoulli,Diff-Means-Frac-0.75,0.37044086718221514
10113,0.2,0.25,96,1,96-0,22,Bernoulli,LeastSqs-Prop,-0.050523012856598534
10114,0.2,0.25,96,1,96-0,22,Bernoulli,LeastSqs-Num,0.10193478436265256
10115,0.2,0.25,96,1,96-0,23,Bernoulli,Graph-Aware,-0.06564915161194439
10116,0.2,0.25,96,1,96-0,23,Bernoulli,Diff-Means-Stnd,-0.19790209826974364
10117,0.2,0.25,96,1,96-0,23,Bernoulli,Diff-Means-Frac-0.75,-0.8680837419240073
10118,0.2,0.25,96,1,96-0,23,Bernoulli,LeastSqs-Prop,-0.05861530399915223
10119,0.2,0.25,96,1,96-0,23,Bernoulli,LeastSqs-Num,0.11836590329438136
10120,0.2,0.25,96,1,96-0,24,Bernoulli,Graph-Aware,-0.08746834643822783
10121,0.2,0.25,96,1,96-0,24,Bernoulli,Diff-Means-Stnd,-0.20014822453427705
10122,0.2,0.25,96,1,96-0,24,Bernoulli,Diff-Means-Frac-0.75,-0.7535432765731287
10123,0.2,0.25,96,1,96-0,24,Bernoulli,LeastSqs-Prop,-0.10512127556070801
10124,0.2,0.25,96,1,96-0,24,Bernoulli,LeastSqs-Num,0.06098026328410199
10125,0.2,0.25,96,1,96-0,25,Bernoulli,Graph-Aware,-0.33411296017225595
10126,0.2,0.25,96,1,96-0,25,Bernoulli,Diff-Means-Stnd,-0.20644438403916035
10127,0.2,0.25,96,1,96-0,25,Bernoulli,Diff-Means-Frac-0.75,-1.1125517588719662
10128,0.2,0.25,96,1,96-0,25,Bernoulli,LeastSqs-Prop,-0.0636150896742898
10129,0.2,0.25,96,1,96-0,25,Bernoulli,LeastSqs-Num,0.08267211838415205
10130,0.2,0.25,96,1,96-0,26,Bernoulli,Graph-Aware,0.07937221133925644
10131,0.2,0.25,96,1,96-0,26,Bernoulli,Diff-Means-Stnd,-0.20371199397622178
10132,0.2,0.25,96,1,96-0,26,Bernoulli,Diff-Means-Frac-0.75,-0.7834026508733565
10133,0.2,0.25,96,1,96-0,26,Bernoulli,LeastSqs-Prop,-0.05558900641850699
10134,0.2,0.25,96,1,96-0,26,Bernoulli,LeastSqs-Num,0.11124604647877742
10135,0.2,0.25,96,1,96-0,27,Bernoulli,Graph-Aware,-0.006144334922604662
10136,0.2,0.25,96,1,96-0,27,Bernoulli,Diff-Means-Stnd,-0.19475220008761207
10137,0.2,0.25,96,1,96-0,27,Bernoulli,Diff-Means-Frac-0.75,-1.1126402878763737
10138,0.2,0.25,96,1,96-0,27,Bernoulli,LeastSqs-Prop,-0.03794630913355531
10139,0.2,0.25,96,1,96-0,27,Bernoulli,LeastSqs-Num,0.11303447013036302
10140,0.2,0.25,96,1,96-0,28,Bernoulli,Graph-Aware,-0.0035264393538758433
10141,0.2,0.25,96,1,96-0,28,Bernoulli,Diff-Means-Stnd,-0.21053067159386557
10142,0.2,0.25,96,1,96-0,28,Bernoulli,Diff-Means-Frac-0.75,-0.33263615462291346
10143,0.2,0.25,96,1,96-0,28,Bernoulli,LeastSqs-Prop,-0.05343607937549379
10144,0.2,0.25,96,1,96-0,28,Bernoulli,LeastSqs-Num,0.08313311020034922
10145,0.2,0.25,96,1,96-0,29,Bernoulli,Graph-Aware,0.07827553703677438
10146,0.2,0.25,96,1,96-0,29,Bernoulli,Diff-Means-Stnd,-0.20983539369127516
10147,0.2,0.25,96,1,96-0,29,Bernoulli,Diff-Means-Frac-0.75,0.0585489509974302
10148,0.2,0.25,96,1,96-0,29,Bernoulli,LeastSqs-Prop,-0.1173144969102522
10149,0.2,0.25,96,1,96-0,29,Bernoulli,LeastSqs-Num,0.05790399484822186
10150,0.2,0.25,96,1,96-0,30,Bernoulli,Graph-Aware,-0.07688875878119367
10151,0.2,0.25,96,1,96-0,30,Bernoulli,Diff-Means-Stnd,-0.20406699077354393
10152,0.2,0.25,96,1,96-0,30,Bernoulli,Diff-Means-Frac-0.75,0.13691757295390253
10153,0.2,0.25,96,1,96-0,30,Bernoulli,LeastSqs-Prop,-0.07882957337715218
10154,0.2,0.25,96,1,96-0,30,Bernoulli,LeastSqs-Num,0.09567624908913334
10155,0.2,0.25,96,1,96-0,31,Bernoulli,Graph-Aware,-0.028268197548941568
10156,0.2,0.25,96,1,96-0,31,Bernoulli,Diff-Means-Stnd,-0.2190752373504362
10157,0.2,0.25,96,1,96-0,31,Bernoulli,Diff-Means-Frac-0.75,-1.113256952729919
10158,0.2,0.25,96,1,96-0,31,Bernoulli,LeastSqs-Prop,-0.0715277609276899
10159,0.2,0.25,96,1,96-0,31,Bernoulli,LeastSqs-Num,0.08715014774629083
10160,0.2,0.25,96,1,96-0,32,Bernoulli,Graph-Aware,-0.05801071543124179
10161,0.2,0.25,96,1,96-0,32,Bernoulli,Diff-Means-Stnd,-0.20343821891833208
10162,0.2,0.25,96,1,96-0,32,Bernoulli,Diff-Means-Frac-0.75,-0.3208484167282133
10163,0.2,0.25,96,1,96-0,32,Bernoulli,LeastSqs-Prop,-0.06172326648944017
10164,0.2,0.25,96,1,96-0,32,Bernoulli,LeastSqs-Num,0.09807643142478013
10165,0.2,0.25,96,1,96-0,33,Bernoulli,Graph-Aware,0.02466183389980507
10166,0.2,0.25,96,1,96-0,33,Bernoulli,Diff-Means-Stnd,-0.21304744612981386
10167,0.2,0.25,96,1,96-0,33,Bernoulli,Diff-Means-Frac-0.75,-1.1127917783651673
10168,0.2,0.25,96,1,96-0,33,Bernoulli,LeastSqs-Prop,-0.10509942403098496
10169,0.2,0.25,96,1,96-0,33,Bernoulli,LeastSqs-Num,0.07074778398572236
10170,0.2,0.25,96,1,96-0,34,Bernoulli,Graph-Aware,-0.11696968989720567
10171,0.2,0.25,96,1,96-0,34,Bernoulli,Diff-Means-Stnd,-0.18045078153831326
10172,0.2,0.25,96,1,96-0,34,Bernoulli,Diff-Means-Frac-0.75,-1.1117302902604158
10173,0.2,0.25,96,1,96-0,34,Bernoulli,LeastSqs-Prop,-0.025666908411009548
10174,0.2,0.25,96,1,96-0,34,Bernoulli,LeastSqs-Num,0.11015310759321684
10175,0.2,0.25,96,1,96-0,35,Bernoulli,Graph-Aware,0.1262182304307994
10176,0.2,0.25,96,1,96-0,35,Bernoulli,Diff-Means-Stnd,-0.19129880501415472
10177,0.2,0.25,96,1,96-0,35,Bernoulli,Diff-Means-Frac-0.75,-0.16041148598272825
10178,0.2,0.25,96,1,96-0,35,Bernoulli,LeastSqs-Prop,-0.0365157907895864
10179,0.2,0.25,96,1,96-0,35,Bernoulli,LeastSqs-Num,0.10145244055425193
10180,0.2,0.25,96,1,96-0,36,Bernoulli,Graph-Aware,0.06200823453264196
10181,0.2,0.25,96,1,96-0,36,Bernoulli,Diff-Means-Stnd,-0.2044370264173455
10182,0.2,0.25,96,1,96-0,36,Bernoulli,Diff-Means-Frac-0.75,-0.08318332265828847
10183,0.2,0.25,96,1,96-0,36,Bernoulli,LeastSqs-Prop,-0.05448190324924705
10184,0.2,0.25,96,1,96-0,36,Bernoulli,LeastSqs-Num,0.11004723305467137
10185,0.2,0.25,96,1,96-0,37,Bernoulli,Graph-Aware,-0.0014261314765175361
10186,0.2,0.25,96,1,96-0,37,Bernoulli,Diff-Means-Stnd,-0.20188358814925256
10187,0.2,0.25,96,1,96-0,37,Bernoulli,Diff-Means-Frac-0.75,0.5138263407126509
10188,0.2,0.25,96,1,96-0,37,Bernoulli,LeastSqs-Prop,-0.03398916166633028
10189,0.2,0.25,96,1,96-0,37,Bernoulli,LeastSqs-Num,0.11251624943664891
10190,0.2,0.25,96,1,96-0,38,Bernoulli,Graph-Aware,-0.15940671839490947
10191,0.2,0.25,96,1,96-0,38,Bernoulli,Diff-Means-Stnd,-0.20435971116688453
10192,0.2,0.25,96,1,96-0,38,Bernoulli,Diff-Means-Frac-0.75,0.05662127483229688
10193,0.2,0.25,96,1,96-0,38,Bernoulli,LeastSqs-Prop,-0.08517863307844115
10194,0.2,0.25,96,1,96-0,38,Bernoulli,LeastSqs-Num,0.07350401400644191
10195,0.2,0.25,96,1,96-0,39,Bernoulli,Graph-Aware,0.018979849256197574
10196,0.2,0.25,96,1,96-0,39,Bernoulli,Diff-Means-Stnd,-0.22083857492715805
10197,0.2,0.25,96,1,96-0,39,Bernoulli,Diff-Means-Frac-0.75,-1.1104844073338318
10198,0.2,0.25,96,1,96-0,39,Bernoulli,LeastSqs-Prop,-0.08964802968124505
10199,0.2,0.25,96,1,96-0,39,Bernoulli,LeastSqs-Num,0.06377140633001677
10200,0.2,0.25,96,1,96-0,40,Bernoulli,Graph-Aware,0.11070797785189863
10201,0.2,0.25,96,1,96-0,40,Bernoulli,Diff-Means-Stnd,-0.1993785635884878
10202,0.2,0.25,96,1,96-0,40,Bernoulli,Diff-Means-Frac-0.75,0.09612477262584072
10203,0.2,0.25,96,1,96-0,40,Bernoulli,LeastSqs-Prop,-0.052735913089232894
10204,0.2,0.25,96,1,96-0,40,Bernoulli,LeastSqs-Num,0.09537873750022209
10205,0.2,0.25,96,1,96-0,41,Bernoulli,Graph-Aware,0.13853295543517574
10206,0.2,0.25,96,1,96-0,41,Bernoulli,Diff-Means-Stnd,-0.20154911423116006
10207,0.2,0.25,96,1,96-0,41,Bernoulli,Diff-Means-Frac-0.75,-0.49491442093629506
10208,0.2,0.25,96,1,96-0,41,Bernoulli,LeastSqs-Prop,-0.045500768068128104
10209,0.2,0.25,96,1,96-0,41,Bernoulli,LeastSqs-Num,0.10527143672704513
10210,0.2,0.25,96,1,96-0,42,Bernoulli,Graph-Aware,-0.09402263224682626
10211,0.2,0.25,96,1,96-0,42,Bernoulli,Diff-Means-Stnd,-0.19874653831814953
10212,0.2,0.25,96,1,96-0,42,Bernoulli,Diff-Means-Frac-0.75,0.2886238236792352
10213,0.2,0.25,96,1,96-0,42,Bernoulli,LeastSqs-Prop,-0.0689049900056144
10214,0.2,0.25,96,1,96-0,42,Bernoulli,LeastSqs-Num,0.08819455874356219
10215,0.2,0.25,96,1,96-0,43,Bernoulli,Graph-Aware,0.19079777566929285
10216,0.2,0.25,96,1,96-0,43,Bernoulli,Diff-Means-Stnd,-0.1866689785529251
10217,0.2,0.25,96,1,96-0,43,Bernoulli,Diff-Means-Frac-0.75,-0.08564869178495313
10218,0.2,0.25,96,1,96-0,43,Bernoulli,LeastSqs-Prop,-0.015534008946651242
10219,0.2,0.25,96,1,96-0,43,Bernoulli,LeastSqs-Num,0.1188198520784037
10220,0.2,0.25,96,1,96-0,44,Bernoulli,Graph-Aware,0.027779694600006875
