,p,ratio,n,beta,Graph,rep,Rand,Estimator,Bias
146,0.03,2,96,1,96-0,29,Bernoulli,Diff-Means-Stnd,-0.6749700422727737
147,0.03,2,96,1,96-0,29,Bernoulli,Diff-Means-Frac-0.75,-1.0542227274762321
148,0.03,2,96,1,96-0,29,Bernoulli,LeastSqs-Prop,-0.2189234773938001
149,0.03,2,96,1,96-0,29,Bernoulli,LeastSqs-Num,0.060148756043333286
150,0.03,2,96,1,96-0,30,Bernoulli,Graph-Aware,-0.08444249533849117
151,0.03,2,96,1,96-0,30,Bernoulli,Diff-Means-Stnd,-0.6814374682452989
152,0.03,2,96,1,96-0,30,Bernoulli,Diff-Means-Frac-0.75,-1.051212339015045
153,0.03,2,96,1,96-0,30,Bernoulli,LeastSqs-Prop,-0.25343585388529577
154,0.03,2,96,1,96-0,30,Bernoulli,LeastSqs-Num,0.005610872135684548
155,0.03,2,96,1,96-0,31,Bernoulli,Graph-Aware,-0.03053478237127519
156,0.03,2,96,1,96-0,31,Bernoulli,Diff-Means-Stnd,-0.6529065971534258
157,0.03,2,96,1,96-0,31,Bernoulli,Diff-Means-Frac-0.75,-1.0530244570409195
158,0.03,2,96,1,96-0,31,Bernoulli,LeastSqs-Prop,-0.14468685589463282
159,0.03,2,96,1,96-0,31,Bernoulli,LeastSqs-Num,0.1335067789867884
160,0.03,2,96,1,96-0,32,Bernoulli,Graph-Aware,0.08241890779612514
161,0.03,2,96,1,96-0,32,Bernoulli,Diff-Means-Stnd,-0.6589673152824678
162,0.03,2,96,1,96-0,32,Bernoulli,Diff-Means-Frac-0.75,-1.0534979679443093
163,0.03,2,96,1,96-0,32,Bernoulli,LeastSqs-Prop,-0.19397510270596616
164,0.03,2,96,1,96-0,32,Bernoulli,LeastSqs-Num,0.09928648894602975
165,0.03,2,96,1,96-0,33,Bernoulli,Graph-Aware,0.044148060288244716
166,0.03,2,96,1,96-0,33,Bernoulli,Diff-Means-Stnd,-0.6507469056456732
167,0.03,2,96,1,96-0,33,Bernoulli,Diff-Means-Frac-0.75,-1.0520771088965504
168,0.03,2,96,1,96-0,33,Bernoulli,LeastSqs-Prop,-0.21808793229986012
169,0.03,2,96,1,96-0,33,Bernoulli,LeastSqs-Num,0.03538873027335395
170,0.03,2,96,1,96-0,34,Bernoulli,Graph-Aware,0.2408311883812823
171,0.03,2,96,1,96-0,34,Bernoulli,Diff-Means-Stnd,-0.6662397568508002
172,0.03,2,96,1,96-0,34,Bernoulli,Diff-Means-Frac-0.75,-1.054737227903485
173,0.03,2,96,1,96-0,34,Bernoulli,LeastSqs-Prop,-0.1952021312125072
174,0.03,2,96,1,96-0,34,Bernoulli,LeastSqs-Num,0.06602214457835547
175,0.03,2,96,1,96-0,35,Bernoulli,Graph-Aware,-0.005050232302890212
176,0.03,2,96,1,96-0,35,Bernoulli,Diff-Means-Stnd,-0.6737717410446505
177,0.03,2,96,1,96-0,35,Bernoulli,Diff-Means-Frac-0.75,-1.0523739107589003
178,0.03,2,96,1,96-0,35,Bernoulli,LeastSqs-Prop,-0.24363634675689158
179,0.03,2,96,1,96-0,35,Bernoulli,LeastSqs-Num,-0.006775074966039501
180,0.03,2,96,1,96-0,36,Bernoulli,Graph-Aware,-0.03183331741085011
181,0.03,2,96,1,96-0,36,Bernoulli,Diff-Means-Stnd,-0.6845733482744824
182,0.03,2,96,1,96-0,36,Bernoulli,Diff-Means-Frac-0.75,-1.0530548850178192
183,0.03,2,96,1,96-0,36,Bernoulli,LeastSqs-Prop,-0.21400829996011264
184,0.03,2,96,1,96-0,36,Bernoulli,LeastSqs-Num,0.02831978595888714
185,0.03,2,96,1,96-0,37,Bernoulli,Graph-Aware,0.045116622397498876
186,0.03,2,96,1,96-0,37,Bernoulli,Diff-Means-Stnd,-0.6366536141528526
187,0.03,2,96,1,96-0,37,Bernoulli,Diff-Means-Frac-0.75,-1.0529197266901453
188,0.03,2,96,1,96-0,37,Bernoulli,LeastSqs-Prop,-0.18818198942797928
189,0.03,2,96,1,96-0,37,Bernoulli,LeastSqs-Num,0.05113923101912867
190,0.03,2,96,1,96-0,38,Bernoulli,Graph-Aware,0.06975141533312351
191,0.03,2,96,1,96-0,38,Bernoulli,Diff-Means-Stnd,-0.6499540196385224
192,0.03,2,96,1,96-0,38,Bernoulli,Diff-Means-Frac-0.75,-1.053545957447794
193,0.03,2,96,1,96-0,38,Bernoulli,LeastSqs-Prop,-0.20419693879152956
194,0.03,2,96,1,96-0,38,Bernoulli,LeastSqs-Num,0.08191431224016398
195,0.03,2,96,1,96-0,39,Bernoulli,Graph-Aware,0.12267448444257992
196,0.03,2,96,1,96-0,39,Bernoulli,Diff-Means-Stnd,-0.6909673438148205
197,0.03,2,96,1,96-0,39,Bernoulli,Diff-Means-Frac-0.75,-1.0556367620666491
198,0.03,2,96,1,96-0,39,Bernoulli,LeastSqs-Prop,-0.20723566721351766
199,0.03,2,96,1,96-0,39,Bernoulli,LeastSqs-Num,0.08647130404603497
200,0.03,2,96,1,96-0,40,Bernoulli,Graph-Aware,-0.0024671213208857542
201,0.03,2,96,1,96-0,40,Bernoulli,Diff-Means-Stnd,-0.6574762815371811
202,0.03,2,96,1,96-0,40,Bernoulli,Diff-Means-Frac-0.75,-1.0526880727623003
203,0.03,2,96,1,96-0,40,Bernoulli,LeastSqs-Prop,-0.1888618993959923
204,0.03,2,96,1,96-0,40,Bernoulli,LeastSqs-Num,0.07678882479355377
205,0.03,2,96,1,96-0,41,Bernoulli,Graph-Aware,0.27357953256663486
206,0.03,2,96,1,96-0,41,Bernoulli,Diff-Means-Stnd,-0.645896516715289
207,0.03,2,96,1,96-0,41,Bernoulli,Diff-Means-Frac-0.75,-1.055648454872963
208,0.03,2,96,1,96-0,41,Bernoulli,LeastSqs-Prop,-0.1516819496219676
209,0.03,2,96,1,96-0,41,Bernoulli,LeastSqs-Num,0.11999623501721496
210,0.03,2,96,1,96-0,42,Bernoulli,Graph-Aware,-0.06440172975758894
211,0.03,2,96,1,96-0,42,Bernoulli,Diff-Means-Stnd,-0.6776736065276081
212,0.03,2,96,1,96-0,42,Bernoulli,Diff-Means-Frac-0.75,-1.054126596697378
213,0.03,2,96,1,96-0,42,Bernoulli,LeastSqs-Prop,-0.19767686141253388
214,0.03,2,96,1,96-0,42,Bernoulli,LeastSqs-Num,0.0861938400632197
215,0.03,2,96,1,96-0,43,Bernoulli,Graph-Aware,-0.016209704660710828
216,0.03,2,96,1,96-0,43,Bernoulli,Diff-Means-Stnd,-0.6664017720237101
217,0.03,2,96,1,96-0,43,Bernoulli,Diff-Means-Frac-0.75,-1.0529891424466664
218,0.03,2,96,1,96-0,43,Bernoulli,LeastSqs-Prop,-0.22987568016438617
219,0.03,2,96,1,96-0,43,Bernoulli,LeastSqs-Num,0.07012963200101258
220,0.03,2,96,1,96-0,44,Bernoulli,Graph-Aware,-0.12665487394121447
221,0.03,2,96,1,96-0,44,Bernoulli,Diff-Means-Stnd,-0.6708002679112197
222,0.03,2,96,1,96-0,44,Bernoulli,Diff-Means-Frac-0.75,-1.0508315245988078
223,0.03,2,96,1,96-0,44,Bernoulli,LeastSqs-Prop,-0.23889195513196046
224,0.03,2,96,1,96-0,44,Bernoulli,LeastSqs-Num,-0.0008640488147995796
225,0.03,2,96,1,96-0,45,Bernoulli,Graph-Aware,0.07944454240471938
226,0.03,2,96,1,96-0,45,Bernoulli,Diff-Means-Stnd,-0.687056328636609
227,0.03,2,96,1,96-0,45,Bernoulli,Diff-Means-Frac-0.75,-1.0539074841933884
228,0.03,2,96,1,96-0,45,Bernoulli,LeastSqs-Prop,-0.2132483991660413
229,0.03,2,96,1,96-0,45,Bernoulli,LeastSqs-Num,0.042736960642734766
230,0.03,2,96,1,96-0,46,Bernoulli,Graph-Aware,0.09473663435989273
231,0.03,2,96,1,96-0,46,Bernoulli,Diff-Means-Stnd,-0.6747567663818783
232,0.03,2,96,1,96-0,46,Bernoulli,Diff-Means-Frac-0.75,-1.0546713461019241
233,0.03,2,96,1,96-0,46,Bernoulli,LeastSqs-Prop,-0.20928098698535494
234,0.03,2,96,1,96-0,46,Bernoulli,LeastSqs-Num,0.054943612821238746
235,0.03,2,96,1,96-0,47,Bernoulli,Graph-Aware,-0.13791978694712761
236,0.03,2,96,1,96-0,47,Bernoulli,Diff-Means-Stnd,-0.6733380722329348
237,0.03,2,96,1,96-0,47,Bernoulli,Diff-Means-Frac-0.75,-1.0519727153026608
238,0.03,2,96,1,96-0,47,Bernoulli,LeastSqs-Prop,-0.19508641625291545
239,0.03,2,96,1,96-0,47,Bernoulli,LeastSqs-Num,0.0741602752386816
240,0.03,2,96,1,96-0,48,Bernoulli,Graph-Aware,0.008618418613235004
241,0.03,2,96,1,96-0,48,Bernoulli,Diff-Means-Stnd,-0.6458949138134046
242,0.03,2,96,1,96-0,48,Bernoulli,Diff-Means-Frac-0.75,-1.052334851725813
243,0.03,2,96,1,96-0,48,Bernoulli,LeastSqs-Prop,-0.1806350916571046
244,0.03,2,96,1,96-0,48,Bernoulli,LeastSqs-Num,0.09157583679700682
245,0.03,2,96,1,96-0,49,Bernoulli,Graph-Aware,0.24739724971300142
246,0.03,2,96,1,96-0,49,Bernoulli,Diff-Means-Stnd,-0.6532746110887514
247,0.03,2,96,1,96-0,49,Bernoulli,Diff-Means-Frac-0.75,-1.056764141355557
248,0.03,2,96,1,96-0,49,Bernoulli,LeastSqs-Prop,-0.14299125395747517
249,0.03,2,96,1,96-0,49,Bernoulli,LeastSqs-Num,0.14878115163565628
250,0.03,2,96,1,96-0,50,Bernoulli,Graph-Aware,-0.056373335933097436
251,0.03,2,96,1,96-0,50,Bernoulli,Diff-Means-Stnd,-0.662751588667402
252,0.03,2,96,1,96-0,50,Bernoulli,Diff-Means-Frac-0.75,-1.0518394776284572
253,0.03,2,96,1,96-0,50,Bernoulli,LeastSqs-Prop,-0.24876520990718742
254,0.03,2,96,1,96-0,50,Bernoulli,LeastSqs-Num,-0.01151127816951686
255,0.03,2,96,1,96-0,51,Bernoulli,Graph-Aware,-0.06717498443661829
256,0.03,2,96,1,96-0,51,Bernoulli,Diff-Means-Stnd,-0.6406252388119731
257,0.03,2,96,1,96-0,51,Bernoulli,Diff-Means-Frac-0.75,-1.0522269777766837
258,0.03,2,96,1,96-0,51,Bernoulli,LeastSqs-Prop,-0.18245868208840182
259,0.03,2,96,1,96-0,51,Bernoulli,LeastSqs-Num,0.09730447028101911
260,0.03,2,96,1,96-0,52,Bernoulli,Graph-Aware,-0.07265371817596498
261,0.03,2,96,1,96-0,52,Bernoulli,Diff-Means-Stnd,-0.6778365489688636
262,0.03,2,96,1,96-0,52,Bernoulli,Diff-Means-Frac-0.75,-1.0519948992820694
263,0.03,2,96,1,96-0,52,Bernoulli,LeastSqs-Prop,-0.22952205427724506
264,0.03,2,96,1,96-0,52,Bernoulli,LeastSqs-Num,0.034395856368753724
265,0.03,2,96,1,96-0,53,Bernoulli,Graph-Aware,0.09775074183913003
266,0.03,2,96,1,96-0,53,Bernoulli,Diff-Means-Stnd,-0.6727092694798041
267,0.03,2,96,1,96-0,53,Bernoulli,Diff-Means-Frac-0.75,-1.0549161867182224
268,0.03,2,96,1,96-0,53,Bernoulli,LeastSqs-Prop,-0.1868167976535055
269,0.03,2,96,1,96-0,53,Bernoulli,LeastSqs-Num,0.09573899845685466
270,0.03,2,96,1,96-0,54,Bernoulli,Graph-Aware,0.09802894577615774
271,0.03,2,96,1,96-0,54,Bernoulli,Diff-Means-Stnd,-0.6653784157132013
272,0.03,2,96,1,96-0,54,Bernoulli,Diff-Means-Frac-0.75,-1.0531034467417577
273,0.03,2,96,1,96-0,54,Bernoulli,LeastSqs-Prop,-0.22843831699176406
274,0.03,2,96,1,96-0,54,Bernoulli,LeastSqs-Num,0.0376716559912572
275,0.03,2,96,1,96-0,55,Bernoulli,Graph-Aware,-0.15132640182043466
276,0.03,2,96,1,96-0,55,Bernoulli,Diff-Means-Stnd,-0.6689332468936243
277,0.03,2,96,1,96-0,55,Bernoulli,Diff-Means-Frac-0.75,-1.0514890808168704
278,0.03,2,96,1,96-0,55,Bernoulli,LeastSqs-Prop,-0.20282608639849573
279,0.03,2,96,1,96-0,55,Bernoulli,LeastSqs-Num,0.04032688422339169
280,0.03,2,96,1,96-0,56,Bernoulli,Graph-Aware,0.10466253196470302
281,0.03,2,96,1,96-0,56,Bernoulli,Diff-Means-Stnd,-0.6586980412929594
282,0.03,2,96,1,96-0,56,Bernoulli,Diff-Means-Frac-0.75,-1.0527353614255177
283,0.03,2,96,1,96-0,56,Bernoulli,LeastSqs-Prop,-0.24178200514960851
284,0.03,2,96,1,96-0,56,Bernoulli,LeastSqs-Num,0.017853520995669527
285,0.03,2,96,1,96-0,57,Bernoulli,Graph-Aware,0.06447601066681938
286,0.03,2,96,1,96-0,57,Bernoulli,Diff-Means-Stnd,-0.6735822434007993
287,0.03,2,96,1,96-0,57,Bernoulli,Diff-Means-Frac-0.75,-1.0533107139647377
288,0.03,2,96,1,96-0,57,Bernoulli,LeastSqs-Prop,-0.22537572208593507
289,0.03,2,96,1,96-0,57,Bernoulli,LeastSqs-Num,0.03991969426824095
290,0.03,2,96,1,96-0,58,Bernoulli,Graph-Aware,-0.26921864749806845
291,0.03,2,96,1,96-0,58,Bernoulli,Diff-Means-Stnd,-0.6534363307857902
292,0.03,2,96,1,96-0,58,Bernoulli,Diff-Means-Frac-0.75,-1.050029391563576
293,0.03,2,96,1,96-0,58,Bernoulli,LeastSqs-Prop,-0.2193820558781773
294,0.03,2,96,1,96-0,58,Bernoulli,LeastSqs-Num,0.021426175061739373
295,0.03,2,96,1,96-0,59,Bernoulli,Graph-Aware,0.10303891404477726
296,0.03,2,96,1,96-0,59,Bernoulli,Diff-Means-Stnd,-0.6518486768103646
297,0.03,2,96,1,96-0,59,Bernoulli,Diff-Means-Frac-0.75,-1.0533683094776631
298,0.03,2,96,1,96-0,59,Bernoulli,LeastSqs-Prop,-0.22725254468924708
299,0.03,2,96,1,96-0,59,Bernoulli,LeastSqs-Num,0.022775644013005
300,0.03,2,96,1,96-0,60,Bernoulli,Graph-Aware,-0.07665093047031821
301,0.03,2,96,1,96-0,60,Bernoulli,Diff-Means-Stnd,-0.6495338636199961
302,0.03,2,96,1,96-0,60,Bernoulli,Diff-Means-Frac-0.75,-1.052083463377186
