,p,ratio,n,beta,Graph,rep,Rand,Estimator,Bias
23,0.2,0.01,9216,2,96-0,4,Bernoulli,LeastSqs-Prop,-0.046227753832149755
24,0.2,0.01,9216,2,96-0,4,Bernoulli,LeastSqs-Num,0.11782196737094187
25,0.2,0.01,9216,2,96-0,5,Bernoulli,Graph-Aware,-0.420686614998371
26,0.2,0.01,9216,2,96-0,5,Bernoulli,Diff-Means-Stnd,-0.009127199277466627
27,0.2,0.01,9216,2,96-0,5,Bernoulli,Diff-Means-Frac-0.75,-0.11229190596330953
28,0.2,0.01,9216,2,96-0,5,Bernoulli,LeastSqs-Prop,-0.05914372101543484
29,0.2,0.01,9216,2,96-0,5,Bernoulli,LeastSqs-Num,-0.1465387458876318
30,0.2,0.01,9216,2,96-0,6,Bernoulli,Graph-Aware,0.16913222607460474
31,0.2,0.01,9216,2,96-0,6,Bernoulli,Diff-Means-Stnd,-0.029066873113689516
32,0.2,0.01,9216,2,96-0,6,Bernoulli,Diff-Means-Frac-0.75,-0.05684524494361961
33,0.2,0.01,9216,2,96-0,6,Bernoulli,LeastSqs-Prop,-0.05089524838823951
34,0.2,0.01,9216,2,96-0,6,Bernoulli,LeastSqs-Num,-0.14174379880136254
35,0.2,0.01,9216,2,96-0,7,Bernoulli,Graph-Aware,-0.056091031286303404
36,0.2,0.01,9216,2,96-0,7,Bernoulli,Diff-Means-Stnd,-0.007935425685564506
37,0.2,0.01,9216,2,96-0,7,Bernoulli,Diff-Means-Frac-0.75,-1.0848852854408477
38,0.2,0.01,9216,2,96-0,7,Bernoulli,LeastSqs-Prop,-0.10629470139675225
39,0.2,0.01,9216,2,96-0,7,Bernoulli,LeastSqs-Num,-6.075968330461947e-05
40,0.2,0.01,9216,2,96-0,8,Bernoulli,Graph-Aware,0.10389205414188282
41,0.2,0.01,9216,2,96-0,8,Bernoulli,Diff-Means-Stnd,-0.012740285941417342
42,0.2,0.01,9216,2,96-0,8,Bernoulli,Diff-Means-Frac-0.75,-1.084457425101475
43,0.2,0.01,9216,2,96-0,8,Bernoulli,LeastSqs-Prop,-0.018384414476088653
44,0.2,0.01,9216,2,96-0,8,Bernoulli,LeastSqs-Num,0.010926296973053475
45,0.2,0.01,9216,2,96-0,9,Bernoulli,Graph-Aware,0.3096077400418963
46,0.2,0.01,9216,2,96-0,9,Bernoulli,Diff-Means-Stnd,-0.024601303163444575
47,0.2,0.01,9216,2,96-0,9,Bernoulli,Diff-Means-Frac-0.75,-0.3050440782754997
48,0.2,0.01,9216,2,96-0,9,Bernoulli,LeastSqs-Prop,0.059821228342820144
49,0.2,0.01,9216,2,96-0,9,Bernoulli,LeastSqs-Num,0.03813101627950092
50,0.2,0.01,9216,2,96-0,10,Bernoulli,Graph-Aware,0.6174458732457064
51,0.2,0.01,9216,2,96-0,10,Bernoulli,Diff-Means-Stnd,-0.03517615558885065
52,0.2,0.01,9216,2,96-0,10,Bernoulli,Diff-Means-Frac-0.75,-0.6792659211777976
53,0.2,0.01,9216,2,96-0,10,Bernoulli,LeastSqs-Prop,-0.15391558455398482
54,0.2,0.01,9216,2,96-0,10,Bernoulli,LeastSqs-Num,0.054961770869751674
55,0.2,0.01,9216,2,96-0,11,Bernoulli,Graph-Aware,0.7792976987649431
56,0.2,0.01,9216,2,96-0,11,Bernoulli,Diff-Means-Stnd,-0.002997633907953633
57,0.2,0.01,9216,2,96-0,11,Bernoulli,Diff-Means-Frac-0.75,0.8434229155482528
58,0.2,0.01,9216,2,96-0,11,Bernoulli,LeastSqs-Prop,0.2115009070389248
59,0.2,0.01,9216,2,96-0,11,Bernoulli,LeastSqs-Num,0.0978904778852286
60,0.2,0.01,9216,2,96-0,12,Bernoulli,Graph-Aware,-0.2807852716040234
61,0.2,0.01,9216,2,96-0,12,Bernoulli,Diff-Means-Stnd,-0.02000598945430432
62,0.2,0.01,9216,2,96-0,12,Bernoulli,Diff-Means-Frac-0.75,-1.0846638461464952
63,0.2,0.01,9216,2,96-0,12,Bernoulli,LeastSqs-Prop,-0.013762225819139032
64,0.2,0.01,9216,2,96-0,12,Bernoulli,LeastSqs-Num,0.07451879983324734
65,0.2,0.01,9216,2,96-0,13,Bernoulli,Graph-Aware,0.0011906951416432695
66,0.2,0.01,9216,2,96-0,13,Bernoulli,Diff-Means-Stnd,-0.016254714029433414
67,0.2,0.01,9216,2,96-0,13,Bernoulli,Diff-Means-Frac-0.75,0.5037125378614234
68,0.2,0.01,9216,2,96-0,13,Bernoulli,LeastSqs-Prop,0.056601282247347916
69,0.2,0.01,9216,2,96-0,13,Bernoulli,LeastSqs-Num,-0.07082550965195786
70,0.2,0.01,9216,2,96-0,14,Bernoulli,Graph-Aware,0.13475009777608135
71,0.2,0.01,9216,2,96-0,14,Bernoulli,Diff-Means-Stnd,-0.004849875349097379
72,0.2,0.01,9216,2,96-0,14,Bernoulli,Diff-Means-Frac-0.75,-1.084906782786914
73,0.2,0.01,9216,2,96-0,14,Bernoulli,LeastSqs-Prop,-0.10389373320739118
74,0.2,0.01,9216,2,96-0,14,Bernoulli,LeastSqs-Num,0.00032891322871613556
75,0.2,0.01,9216,2,96-0,15,Bernoulli,Graph-Aware,0.03752651419181658
76,0.2,0.01,9216,2,96-0,15,Bernoulli,Diff-Means-Stnd,-0.02639225321483918
77,0.2,0.01,9216,2,96-0,15,Bernoulli,Diff-Means-Frac-0.75,-0.8019221933609684
78,0.2,0.01,9216,2,96-0,15,Bernoulli,LeastSqs-Prop,-0.03344889162791113
79,0.2,0.01,9216,2,96-0,15,Bernoulli,LeastSqs-Num,-0.05006177507344984
80,0.2,0.01,9216,2,96-0,16,Bernoulli,Graph-Aware,0.11335255369796776
81,0.2,0.01,9216,2,96-0,16,Bernoulli,Diff-Means-Stnd,-0.028149614162309346
82,0.2,0.01,9216,2,96-0,16,Bernoulli,Diff-Means-Frac-0.75,-0.689328230677471
83,0.2,0.01,9216,2,96-0,16,Bernoulli,LeastSqs-Prop,-0.23067685171240476
84,0.2,0.01,9216,2,96-0,16,Bernoulli,LeastSqs-Num,-0.07664812515851939
85,0.2,0.01,9216,2,96-0,17,Bernoulli,Graph-Aware,-0.16211027076502835
86,0.2,0.01,9216,2,96-0,17,Bernoulli,Diff-Means-Stnd,-0.0196679720287084
87,0.2,0.01,9216,2,96-0,17,Bernoulli,Diff-Means-Frac-0.75,-0.03312653843706758
88,0.2,0.01,9216,2,96-0,17,Bernoulli,LeastSqs-Prop,-0.0003490174176150122
89,0.2,0.01,9216,2,96-0,17,Bernoulli,LeastSqs-Num,-0.035057339353640804
90,0.2,0.01,9216,2,96-0,18,Bernoulli,Graph-Aware,-0.1220228947971739
91,0.2,0.01,9216,2,96-0,18,Bernoulli,Diff-Means-Stnd,-0.011824103824326712
92,0.2,0.01,9216,2,96-0,18,Bernoulli,Diff-Means-Frac-0.75,-1.0849583517109769
93,0.2,0.01,9216,2,96-0,18,Bernoulli,LeastSqs-Prop,-0.07702703252163351
94,0.2,0.01,9216,2,96-0,18,Bernoulli,LeastSqs-Num,-0.05326515772369231
95,0.2,0.01,9216,2,96-0,19,Bernoulli,Graph-Aware,-0.24885821987880719
96,0.2,0.01,9216,2,96-0,19,Bernoulli,Diff-Means-Stnd,-0.01367878842338706
97,0.2,0.01,9216,2,96-0,19,Bernoulli,Diff-Means-Frac-0.75,-1.0846370365581872
98,0.2,0.01,9216,2,96-0,19,Bernoulli,LeastSqs-Prop,-0.09073001564965805
99,0.2,0.01,9216,2,96-0,19,Bernoulli,LeastSqs-Num,-0.023608837287907157
100,0.2,0.01,9216,2,96-0,20,Bernoulli,Graph-Aware,0.12992553699167209
101,0.2,0.01,9216,2,96-0,20,Bernoulli,Diff-Means-Stnd,-0.009248256028699173
102,0.2,0.01,9216,2,96-0,20,Bernoulli,Diff-Means-Frac-0.75,-1.0842138787107465
103,0.2,0.01,9216,2,96-0,20,Bernoulli,LeastSqs-Prop,0.028779325410893227
104,0.2,0.01,9216,2,96-0,20,Bernoulli,LeastSqs-Num,-0.03211318027545093
105,0.2,0.01,9216,2,96-0,21,Bernoulli,Graph-Aware,-0.4078929591766505
106,0.2,0.01,9216,2,96-0,21,Bernoulli,Diff-Means-Stnd,-0.012163887384341862
107,0.2,0.01,9216,2,96-0,21,Bernoulli,Diff-Means-Frac-0.75,-1.084488288504276
108,0.2,0.01,9216,2,96-0,21,Bernoulli,LeastSqs-Prop,0.08672350958999336
109,0.2,0.01,9216,2,96-0,21,Bernoulli,LeastSqs-Num,0.05878087268108635
110,0.2,0.01,9216,2,96-0,22,Bernoulli,Graph-Aware,0.45839354803926746
111,0.2,0.01,9216,2,96-0,22,Bernoulli,Diff-Means-Stnd,-0.026782909579611998
112,0.2,0.01,9216,2,96-0,22,Bernoulli,Diff-Means-Frac-0.75,0.024600803426376383
113,0.2,0.01,9216,2,96-0,22,Bernoulli,LeastSqs-Prop,-0.00869937548674462
114,0.2,0.01,9216,2,96-0,22,Bernoulli,LeastSqs-Num,0.0486903835251386
115,0.2,0.01,9216,2,96-0,23,Bernoulli,Graph-Aware,-0.2352445008952472
116,0.2,0.01,9216,2,96-0,23,Bernoulli,Diff-Means-Stnd,-0.009850721257347182
117,0.2,0.01,9216,2,96-0,23,Bernoulli,Diff-Means-Frac-0.75,-0.31647041309945206
118,0.2,0.01,9216,2,96-0,23,Bernoulli,LeastSqs-Prop,0.08538628480762493
119,0.2,0.01,9216,2,96-0,23,Bernoulli,LeastSqs-Num,0.07138960054103913
120,0.2,0.01,9216,2,96-0,24,Bernoulli,Graph-Aware,-0.0022092668529672516
121,0.2,0.01,9216,2,96-0,24,Bernoulli,Diff-Means-Stnd,-0.022207883466387676
122,0.2,0.01,9216,2,96-0,24,Bernoulli,Diff-Means-Frac-0.75,-1.0840028209364043
123,0.2,0.01,9216,2,96-0,24,Bernoulli,LeastSqs-Prop,-0.013689397147165388
124,0.2,0.01,9216,2,96-0,24,Bernoulli,LeastSqs-Num,-0.06937353384194037
125,0.2,0.01,9216,2,96-0,25,Bernoulli,Graph-Aware,-0.6484614661140956
126,0.2,0.01,9216,2,96-0,25,Bernoulli,Diff-Means-Stnd,-0.009943079825216403
127,0.2,0.01,9216,2,96-0,25,Bernoulli,Diff-Means-Frac-0.75,-0.1932997899864772
128,0.2,0.01,9216,2,96-0,25,Bernoulli,LeastSqs-Prop,-0.0491920115407264
129,0.2,0.01,9216,2,96-0,25,Bernoulli,LeastSqs-Num,-0.022568970955699406
130,0.2,0.01,9216,2,96-0,26,Bernoulli,Graph-Aware,-0.36235084020744507
131,0.2,0.01,9216,2,96-0,26,Bernoulli,Diff-Means-Stnd,-0.008657907996045431
132,0.2,0.01,9216,2,96-0,26,Bernoulli,Diff-Means-Frac-0.75,-0.19712039519764055
133,0.2,0.01,9216,2,96-0,26,Bernoulli,LeastSqs-Prop,-0.0024555410740145505
134,0.2,0.01,9216,2,96-0,26,Bernoulli,LeastSqs-Num,0.021071956043822365
135,0.2,0.01,9216,2,96-0,27,Bernoulli,Graph-Aware,-0.15994233423088045
136,0.2,0.01,9216,2,96-0,27,Bernoulli,Diff-Means-Stnd,0.007197047115360144
137,0.2,0.01,9216,2,96-0,27,Bernoulli,Diff-Means-Frac-0.75,-1.084580562715104
138,0.2,0.01,9216,2,96-0,27,Bernoulli,LeastSqs-Prop,0.10966997047469443
139,0.2,0.01,9216,2,96-0,27,Bernoulli,LeastSqs-Num,0.12860866460427745
140,0.2,0.01,9216,2,96-0,28,Bernoulli,Graph-Aware,0.38561626213327016
141,0.2,0.01,9216,2,96-0,28,Bernoulli,Diff-Means-Stnd,-0.00673133010544959
142,0.2,0.01,9216,2,96-0,28,Bernoulli,Diff-Means-Frac-0.75,0.8196465571177872
143,0.2,0.01,9216,2,96-0,28,Bernoulli,LeastSqs-Prop,0.09482471399977539
144,0.2,0.01,9216,2,96-0,28,Bernoulli,LeastSqs-Num,0.04416493036455757
145,0.2,0.01,9216,2,96-0,29,Bernoulli,Graph-Aware,0.1729885506373274
146,0.2,0.01,9216,2,96-0,29,Bernoulli,Diff-Means-Stnd,-0.019027364291903215
147,0.2,0.01,9216,2,96-0,29,Bernoulli,Diff-Means-Frac-0.75,0.12810857775736748
148,0.2,0.01,9216,2,96-0,29,Bernoulli,LeastSqs-Prop,0.018038892932598968
149,0.2,0.01,9216,2,96-0,29,Bernoulli,LeastSqs-Num,-0.09918605558913617
150,0.2,0.01,9216,2,96-0,30,Bernoulli,Graph-Aware,0.16123621614117892
151,0.2,0.01,9216,2,96-0,30,Bernoulli,Diff-Means-Stnd,-0.02654568159763621
152,0.2,0.01,9216,2,96-0,30,Bernoulli,Diff-Means-Frac-0.75,-0.0567220032975077
153,0.2,0.01,9216,2,96-0,30,Bernoulli,LeastSqs-Prop,-0.13799587473626082
154,0.2,0.01,9216,2,96-0,30,Bernoulli,LeastSqs-Num,-0.09028343486013957
155,0.2,0.01,9216,2,96-0,31,Bernoulli,Graph-Aware,0.7694328247686653
156,0.2,0.01,9216,2,96-0,31,Bernoulli,Diff-Means-Stnd,-0.030579197804900836
157,0.2,0.01,9216,2,96-0,31,Bernoulli,Diff-Means-Frac-0.75,-0.30232563447637867
158,0.2,0.01,9216,2,96-0,31,Bernoulli,LeastSqs-Prop,0.11795911235842702
159,0.2,0.01,9216,2,96-0,31,Bernoulli,LeastSqs-Num,-0.016467391190413117
160,0.2,0.01,9216,2,96-0,32,Bernoulli,Graph-Aware,0.5816810186558218
161,0.2,0.01,9216,2,96-0,32,Bernoulli,Diff-Means-Stnd,-0.015443352584702745
162,0.2,0.01,9216,2,96-0,32,Bernoulli,Diff-Means-Frac-0.75,0.0322737783614937
163,0.2,0.01,9216,2,96-0,32,Bernoulli,LeastSqs-Prop,-0.10432214991743374
164,0.2,0.01,9216,2,96-0,32,Bernoulli,LeastSqs-Num,0.031243478500047068
165,0.2,0.01,9216,2,96-0,33,Bernoulli,Graph-Aware,-0.14744244524337954
166,0.2,0.01,9216,2,96-0,33,Bernoulli,Diff-Means-Stnd,-0.02308001709072262
167,0.2,0.01,9216,2,96-0,33,Bernoulli,Diff-Means-Frac-0.75,-1.0842656709711638
168,0.2,0.01,9216,2,96-0,33,Bernoulli,LeastSqs-Prop,-0.0030273906041841103
169,0.2,0.01,9216,2,96-0,33,Bernoulli,LeastSqs-Num,0.05779626078936392
170,0.2,0.01,9216,2,96-0,34,Bernoulli,Graph-Aware,0.24311740040811836
171,0.2,0.01,9216,2,96-0,34,Bernoulli,Diff-Means-Stnd,-0.020597046723408792
172,0.2,0.01,9216,2,96-0,34,Bernoulli,Diff-Means-Frac-0.75,-1.084901651111236
173,0.2,0.01,9216,2,96-0,34,Bernoulli,LeastSqs-Prop,-0.03713597213714923
174,0.2,0.01,9216,2,96-0,34,Bernoulli,LeastSqs-Num,-0.0024481610188307234
175,0.2,0.01,9216,2,96-0,35,Bernoulli,Graph-Aware,-0.6953652208619785
176,0.2,0.01,9216,2,96-0,35,Bernoulli,Diff-Means-Stnd,-0.009987800013618632
177,0.2,0.01,9216,2,96-0,35,Bernoulli,Diff-Means-Frac-0.75,0.08358014594855251
178,0.2,0.01,9216,2,96-0,35,Bernoulli,LeastSqs-Prop,-0.06484461709866794
179,0.2,0.01,9216,2,96-0,35,Bernoulli,LeastSqs-Num,-0.03891762017879151
180,0.2,0.01,9216,2,96-0,36,Bernoulli,Graph-Aware,-0.41360825712591776
181,0.2,0.01,9216,2,96-0,36,Bernoulli,Diff-Means-Stnd,-0.02324316164081739
182,0.2,0.01,9216,2,96-0,36,Bernoulli,Diff-Means-Frac-0.75,0.5833383284766331
183,0.2,0.01,9216,2,96-0,36,Bernoulli,LeastSqs-Prop,0.09593042269232506
184,0.2,0.01,9216,2,96-0,36,Bernoulli,LeastSqs-Num,0.0517814044210667
185,0.2,0.01,9216,2,96-0,37,Bernoulli,Graph-Aware,0.04233902036987072
186,0.2,0.01,9216,2,96-0,37,Bernoulli,Diff-Means-Stnd,-0.024446871586840623
187,0.2,0.01,9216,2,96-0,37,Bernoulli,Diff-Means-Frac-0.75,-1.084729166077457
188,0.2,0.01,9216,2,96-0,37,Bernoulli,LeastSqs-Prop,-0.05722241426435952
189,0.2,0.01,9216,2,96-0,37,Bernoulli,LeastSqs-Num,-0.06535297085558273
190,0.2,0.01,9216,2,96-0,38,Bernoulli,Graph-Aware,0.1317786655387223
191,0.2,0.01,9216,2,96-0,38,Bernoulli,Diff-Means-Stnd,-0.020779067288643472
192,0.2,0.01,9216,2,96-0,38,Bernoulli,Diff-Means-Frac-0.75,-0.06759103713332015
193,0.2,0.01,9216,2,96-0,38,Bernoulli,LeastSqs-Prop,-0.08574053594572917
194,0.2,0.01,9216,2,96-0,38,Bernoulli,LeastSqs-Num,-0.06469068489696521
195,0.2,0.01,9216,2,96-0,39,Bernoulli,Graph-Aware,0.17417420416104462
196,0.2,0.01,9216,2,96-0,39,Bernoulli,Diff-Means-Stnd,-0.04090026464317577
197,0.2,0.01,9216,2,96-0,39,Bernoulli,Diff-Means-Frac-0.75,-1.0844491675493355
198,0.2,0.01,9216,2,96-0,39,Bernoulli,LeastSqs-Prop,0.08018112336970598
199,0.2,0.01,9216,2,96-0,39,Bernoulli,LeastSqs-Num,0.011994406881658877
200,0.2,0.01,9216,2,96-0,40,Bernoulli,Graph-Aware,-0.135355978743471
201,0.2,0.01,9216,2,96-0,40,Bernoulli,Diff-Means-Stnd,-0.028617616826718484
202,0.2,0.01,9216,2,96-0,40,Bernoulli,Diff-Means-Frac-0.75,-1.084822143687362
203,0.2,0.01,9216,2,96-0,40,Bernoulli,LeastSqs-Prop,0.07785480681329833
204,0.2,0.01,9216,2,96-0,40,Bernoulli,LeastSqs-Num,0.004207510283819623
205,0.2,0.01,9216,2,96-0,41,Bernoulli,Graph-Aware,0.16149647367382405
206,0.2,0.01,9216,2,96-0,41,Bernoulli,Diff-Means-Stnd,-0.02113945693113504
207,0.2,0.01,9216,2,96-0,41,Bernoulli,Diff-Means-Frac-0.75,-0.05784858116069168
208,0.2,0.01,9216,2,96-0,41,Bernoulli,LeastSqs-Prop,-0.006729295375274668
209,0.2,0.01,9216,2,96-0,41,Bernoulli,LeastSqs-Num,-0.033758936578385954
210,0.2,0.01,9216,2,96-0,42,Bernoulli,Graph-Aware,0.25563698102243626
211,0.2,0.01,9216,2,96-0,42,Bernoulli,Diff-Means-Stnd,-0.0016904856109824483
212,0.2,0.01,9216,2,96-0,42,Bernoulli,Diff-Means-Frac-0.75,0.008987620788360174
213,0.2,0.01,9216,2,96-0,42,Bernoulli,LeastSqs-Prop,0.1654456810167728
214,0.2,0.01,9216,2,96-0,42,Bernoulli,LeastSqs-Num,0.005776621497867948
215,0.2,0.01,9216,2,96-0,43,Bernoulli,Graph-Aware,-0.3258039332828634
216,0.2,0.01,9216,2,96-0,43,Bernoulli,Diff-Means-Stnd,-0.0240475797799404
217,0.2,0.01,9216,2,96-0,43,Bernoulli,Diff-Means-Frac-0.75,-1.08467237331649
218,0.2,0.01,9216,2,96-0,43,Bernoulli,LeastSqs-Prop,0.0010712077237292478
219,0.2,0.01,9216,2,96-0,43,Bernoulli,LeastSqs-Num,0.029095397984301
220,0.2,0.01,9216,2,96-0,44,Bernoulli,Graph-Aware,0.27042221565820296
221,0.2,0.01,9216,2,96-0,44,Bernoulli,Diff-Means-Stnd,-0.008723661228919644
222,0.2,0.01,9216,2,96-0,44,Bernoulli,Diff-Means-Frac-0.75,0.36843893752750484
223,0.2,0.01,9216,2,96-0,44,Bernoulli,LeastSqs-Prop,0.050527718237314716
224,0.2,0.01,9216,2,96-0,44,Bernoulli,LeastSqs-Num,0.046789074994715775
225,0.2,0.01,9216,2,96-0,45,Bernoulli,Graph-Aware,0.1312421071943617
226,0.2,0.01,9216,2,96-0,45,Bernoulli,Diff-Means-Stnd,-0.025176808135588567
227,0.2,0.01,9216,2,96-0,45,Bernoulli,Diff-Means-Frac-0.75,-1.0846355863091224
228,0.2,0.01,9216,2,96-0,45,Bernoulli,LeastSqs-Prop,-0.01936952752702544
229,0.2,0.01,9216,2,96-0,45,Bernoulli,LeastSqs-Num,-0.11311696641180144
230,0.2,0.01,9216,2,96-0,46,Bernoulli,Graph-Aware,0.1793562766658025
231,0.2,0.01,9216,2,96-0,46,Bernoulli,Diff-Means-Stnd,-0.019854877773723766
232,0.2,0.01,9216,2,96-0,46,Bernoulli,Diff-Means-Frac-0.75,-0.01891569080273973
233,0.2,0.01,9216,2,96-0,46,Bernoulli,LeastSqs-Prop,-0.052333323014766564
234,0.2,0.01,9216,2,96-0,46,Bernoulli,LeastSqs-Num,-0.026855792736548364
235,0.2,0.01,9216,2,96-0,47,Bernoulli,Graph-Aware,-0.0168228373313826
236,0.2,0.01,9216,2,96-0,47,Bernoulli,Diff-Means-Stnd,-0.008210338585431477
237,0.2,0.01,9216,2,96-0,47,Bernoulli,Diff-Means-Frac-0.75,-1.0851794884804031
238,0.2,0.01,9216,2,96-0,47,Bernoulli,LeastSqs-Prop,0.1398144071425389
239,0.2,0.01,9216,2,96-0,47,Bernoulli,LeastSqs-Num,0.1315212054313399
240,0.2,0.01,9216,2,96-0,48,Bernoulli,Graph-Aware,-0.24010902196614242
241,0.2,0.01,9216,2,96-0,48,Bernoulli,Diff-Means-Stnd,-0.02091559296915565
242,0.2,0.01,9216,2,96-0,48,Bernoulli,Diff-Means-Frac-0.75,0.04020886158565566
243,0.2,0.01,9216,2,96-0,48,Bernoulli,LeastSqs-Prop,-0.07390297015741407
244,0.2,0.01,9216,2,96-0,48,Bernoulli,LeastSqs-Num,0.009005888346035865
245,0.2,0.01,9216,2,96-0,49,Bernoulli,Graph-Aware,-0.5396532706533432
246,0.2,0.01,9216,2,96-0,49,Bernoulli,Diff-Means-Stnd,-0.012042406248103337
247,0.2,0.01,9216,2,96-0,49,Bernoulli,Diff-Means-Frac-0.75,0.004212306619151961
248,0.2,0.01,9216,2,96-0,49,Bernoulli,LeastSqs-Prop,0.006087102366818348
249,0.2,0.01,9216,2,96-0,49,Bernoulli,LeastSqs-Num,0.08045375909544968
250,0.2,0.01,9216,2,96-0,50,Bernoulli,Graph-Aware,0.571315679280049
251,0.2,0.01,9216,2,96-0,50,Bernoulli,Diff-Means-Stnd,-0.02027669551613333
252,0.2,0.01,9216,2,96-0,50,Bernoulli,Diff-Means-Frac-0.75,-0.18626613235224512
253,0.2,0.01,9216,2,96-0,50,Bernoulli,LeastSqs-Prop,0.1812971828145353
254,0.2,0.01,9216,2,96-0,50,Bernoulli,LeastSqs-Num,0.021037677670940825
255,0.2,0.01,9216,2,96-0,51,Bernoulli,Graph-Aware,-0.2548883431892841
256,0.2,0.01,9216,2,96-0,51,Bernoulli,Diff-Means-Stnd,0.009650383383050711
257,0.2,0.01,9216,2,96-0,51,Bernoulli,Diff-Means-Frac-0.75,-1.08514108684972
258,0.2,0.01,9216,2,96-0,51,Bernoulli,LeastSqs-Prop,-0.032129452659609016
259,0.2,0.01,9216,2,96-0,51,Bernoulli,LeastSqs-Num,-0.06336900429409792
260,0.2,0.01,9216,2,96-0,52,Bernoulli,Graph-Aware,0.01402522215276305
261,0.2,0.01,9216,2,96-0,52,Bernoulli,Diff-Means-Stnd,-0.01036223359078254
262,0.2,0.01,9216,2,96-0,52,Bernoulli,Diff-Means-Frac-0.75,-0.4981428770902789
263,0.2,0.01,9216,2,96-0,52,Bernoulli,LeastSqs-Prop,-0.062085965005047934
264,0.2,0.01,9216,2,96-0,52,Bernoulli,LeastSqs-Num,0.0013006407774306394
265,0.2,0.01,9216,2,96-0,53,Bernoulli,Graph-Aware,-0.5156359024135576
266,0.2,0.01,9216,2,96-0,53,Bernoulli,Diff-Means-Stnd,-0.018214404601665925
267,0.2,0.01,9216,2,96-0,53,Bernoulli,Diff-Means-Frac-0.75,0.3296447951642211
268,0.2,0.01,9216,2,96-0,53,Bernoulli,LeastSqs-Prop,-0.03227365455342518
269,0.2,0.01,9216,2,96-0,53,Bernoulli,LeastSqs-Num,-0.006918812765063458
270,0.2,0.01,9216,2,96-0,54,Bernoulli,Graph-Aware,-0.4681784526592002
271,0.2,0.01,9216,2,96-0,54,Bernoulli,Diff-Means-Stnd,-0.0120673493881149
272,0.2,0.01,9216,2,96-0,54,Bernoulli,Diff-Means-Frac-0.75,-1.0855837620127882
273,0.2,0.01,9216,2,96-0,54,Bernoulli,LeastSqs-Prop,0.12522463828570352
274,0.2,0.01,9216,2,96-0,54,Bernoulli,LeastSqs-Num,-0.05737042211521785
275,0.2,0.01,9216,2,96-0,55,Bernoulli,Graph-Aware,-0.36022351544140635
276,0.2,0.01,9216,2,96-0,55,Bernoulli,Diff-Means-Stnd,-0.01398276670368139
277,0.2,0.01,9216,2,96-0,55,Bernoulli,Diff-Means-Frac-0.75,0.15502285304008875
278,0.2,0.01,9216,2,96-0,55,Bernoulli,LeastSqs-Prop,0.105092959191701
279,0.2,0.01,9216,2,96-0,55,Bernoulli,LeastSqs-Num,-0.017260504826640703
280,0.2,0.01,9216,2,96-0,56,Bernoulli,Graph-Aware,0.6168272632493838
281,0.2,0.01,9216,2,96-0,56,Bernoulli,Diff-Means-Stnd,0.0023792972119510325
282,0.2,0.01,9216,2,96-0,56,Bernoulli,Diff-Means-Frac-0.75,-1.08453308851084
283,0.2,0.01,9216,2,96-0,56,Bernoulli,LeastSqs-Prop,0.10685657720360574
284,0.2,0.01,9216,2,96-0,56,Bernoulli,LeastSqs-Num,-0.09574719209572445
