,p,ratio,n,beta,Graph,rep,Rand,Estimator,Bias
75,0.2,2,256,1,16-0,15,Bernoulli,Graph-Aware,-1.0264763568742081
76,0.2,2,256,1,16-0,15,Bernoulli,LeastSqs-Prop,-0.30980624390144496
77,0.2,2,256,1,16-0,15,Bernoulli,LeastSqs-Num,0.3029079294740874
78,0.2,2,256,1,16-0,15,Bernoulli,Diff-Means-Stnd,-0.7303850421639295
79,0.2,2,256,1,16-0,15,Bernoulli,Diff-Means-Frac-0.75,-1.1514600853110462
80,0.2,2,256,1,16-0,16,Bernoulli,Graph-Aware,-0.845198093982531
81,0.2,2,256,1,16-0,16,Bernoulli,LeastSqs-Prop,-0.3038975073843998
82,0.2,2,256,1,16-0,16,Bernoulli,LeastSqs-Num,0.17289976555277328
83,0.2,2,256,1,16-0,16,Bernoulli,Diff-Means-Stnd,-0.7473607869825439
84,0.2,2,256,1,16-0,16,Bernoulli,Diff-Means-Frac-0.75,-1.1370566736461731
85,0.2,2,256,1,16-0,17,Bernoulli,Graph-Aware,1.1227572786782696
86,0.2,2,256,1,16-0,17,Bernoulli,LeastSqs-Prop,-0.1928213606461605
87,0.2,2,256,1,16-0,17,Bernoulli,LeastSqs-Num,0.43872321839464246
88,0.2,2,256,1,16-0,17,Bernoulli,Diff-Means-Stnd,-0.6993493665880494
89,0.2,2,256,1,16-0,17,Bernoulli,Diff-Means-Frac-0.75,-1.1386162777639108
90,0.2,2,256,1,16-0,18,Bernoulli,Graph-Aware,0.8900373669011795
91,0.2,2,256,1,16-0,18,Bernoulli,LeastSqs-Prop,-0.33080609939105815
92,0.2,2,256,1,16-0,18,Bernoulli,LeastSqs-Num,0.33212093526846864
93,0.2,2,256,1,16-0,18,Bernoulli,Diff-Means-Stnd,-0.6781123239041466
94,0.2,2,256,1,16-0,18,Bernoulli,Diff-Means-Frac-0.75,-1.1506213184940426
95,0.2,2,256,1,16-0,19,Bernoulli,Graph-Aware,-0.5882264610057026
96,0.2,2,256,1,16-0,19,Bernoulli,LeastSqs-Prop,-0.031779760929343
97,0.2,2,256,1,16-0,19,Bernoulli,LeastSqs-Num,0.6568453203852253
98,0.2,2,256,1,16-0,19,Bernoulli,Diff-Means-Stnd,-0.6549421037075653
99,0.2,2,256,1,16-0,19,Bernoulli,Diff-Means-Frac-0.75,-1.1297004658228789
100,0.2,2,256,1,16-0,20,Bernoulli,Graph-Aware,0.48616775810700397
101,0.2,2,256,1,16-0,20,Bernoulli,LeastSqs-Prop,-0.3317110449131088
102,0.2,2,256,1,16-0,20,Bernoulli,LeastSqs-Num,0.20765672813922775
103,0.2,2,256,1,16-0,20,Bernoulli,Diff-Means-Stnd,-0.6832995547592853
104,0.2,2,256,1,16-0,20,Bernoulli,Diff-Means-Frac-0.75,-1.138882777264554
105,0.2,2,256,1,16-0,21,Bernoulli,Graph-Aware,0.5928855527619583
106,0.2,2,256,1,16-0,21,Bernoulli,LeastSqs-Prop,-0.060384753537976094
107,0.2,2,256,1,16-0,21,Bernoulli,LeastSqs-Num,0.5289289231782448
108,0.2,2,256,1,16-0,21,Bernoulli,Diff-Means-Stnd,-0.7607042390570243
109,0.2,2,256,1,16-0,21,Bernoulli,Diff-Means-Frac-0.75,-1.1484788619587156
110,0.2,2,256,1,16-0,22,Bernoulli,Graph-Aware,1.0560968986449102
111,0.2,2,256,1,16-0,22,Bernoulli,LeastSqs-Prop,-0.005543857266773032
112,0.2,2,256,1,16-0,22,Bernoulli,LeastSqs-Num,0.572678078262924
113,0.2,2,256,1,16-0,22,Bernoulli,Diff-Means-Stnd,-0.6305353730447999
114,0.2,2,256,1,16-0,22,Bernoulli,Diff-Means-Frac-0.75,-1.1611557701202688
115,0.2,2,256,1,16-0,23,Bernoulli,Graph-Aware,0.7982351067785537
116,0.2,2,256,1,16-0,23,Bernoulli,LeastSqs-Prop,-0.25620055782912726
117,0.2,2,256,1,16-0,23,Bernoulli,LeastSqs-Num,0.21892759869481684
118,0.2,2,256,1,16-0,23,Bernoulli,Diff-Means-Stnd,-0.6622134755954289
119,0.2,2,256,1,16-0,23,Bernoulli,Diff-Means-Frac-0.75,-0.5092404550357584
120,0.2,2,256,1,16-0,24,Bernoulli,Graph-Aware,-0.2515793332229102
121,0.2,2,256,1,16-0,24,Bernoulli,LeastSqs-Prop,-0.25891894221270906
122,0.2,2,256,1,16-0,24,Bernoulli,LeastSqs-Num,0.24834207767999467
123,0.2,2,256,1,16-0,24,Bernoulli,Diff-Means-Stnd,-0.6292469075981991
124,0.2,2,256,1,16-0,24,Bernoulli,Diff-Means-Frac-0.75,-1.133224516816098
125,0.2,2,256,1,16-0,25,Bernoulli,Graph-Aware,-0.45618577871503946
126,0.2,2,256,1,16-0,25,Bernoulli,LeastSqs-Prop,-0.251452497466141
127,0.2,2,256,1,16-0,25,Bernoulli,LeastSqs-Num,0.12186859345728114
128,0.2,2,256,1,16-0,25,Bernoulli,Diff-Means-Stnd,-0.6707762942375292
129,0.2,2,256,1,16-0,25,Bernoulli,Diff-Means-Frac-0.75,-1.1214367662189233
130,0.2,2,256,1,16-0,26,Bernoulli,Graph-Aware,1.5781892704279685
131,0.2,2,256,1,16-0,26,Bernoulli,LeastSqs-Prop,-0.28201390902493406
132,0.2,2,256,1,16-0,26,Bernoulli,LeastSqs-Num,0.2926239090083106
133,0.2,2,256,1,16-0,26,Bernoulli,Diff-Means-Stnd,-0.6265749372173253
134,0.2,2,256,1,16-0,26,Bernoulli,Diff-Means-Frac-0.75,-1.1267638465565732
135,0.2,2,256,1,16-0,27,Bernoulli,Graph-Aware,-1.4007297050390026
136,0.2,2,256,1,16-0,27,Bernoulli,LeastSqs-Prop,-0.2713495680774345
137,0.2,2,256,1,16-0,27,Bernoulli,LeastSqs-Num,0.23267260535292192
138,0.2,2,256,1,16-0,27,Bernoulli,Diff-Means-Stnd,-0.6636199393980802
139,0.2,2,256,1,16-0,27,Bernoulli,Diff-Means-Frac-0.75,-1.1240722139766244
140,0.2,2,256,1,16-0,28,Bernoulli,Graph-Aware,-1.4905810175532614
141,0.2,2,256,1,16-0,28,Bernoulli,LeastSqs-Prop,0.02435098193628472
142,0.2,2,256,1,16-0,28,Bernoulli,LeastSqs-Num,0.49137032381295986
143,0.2,2,256,1,16-0,28,Bernoulli,Diff-Means-Stnd,-0.7446983984083818
144,0.2,2,256,1,16-0,28,Bernoulli,Diff-Means-Frac-0.75,-1.152996272820156
145,0.2,2,256,1,16-0,29,Bernoulli,Graph-Aware,-0.3575724346278208
146,0.2,2,256,1,16-0,29,Bernoulli,LeastSqs-Prop,-0.1549209357020508
147,0.2,2,256,1,16-0,29,Bernoulli,LeastSqs-Num,0.35356160100740697
148,0.2,2,256,1,16-0,29,Bernoulli,Diff-Means-Stnd,-0.689832372008726
149,0.2,2,256,1,16-0,29,Bernoulli,Diff-Means-Frac-0.75,-1.1433525436225742
150,0.2,2,256,1,16-0,30,Bernoulli,Graph-Aware,-1.4151731420264517
151,0.2,2,256,1,16-0,30,Bernoulli,LeastSqs-Prop,-0.25995444546802804
152,0.2,2,256,1,16-0,30,Bernoulli,LeastSqs-Num,0.49415803366365024
153,0.2,2,256,1,16-0,30,Bernoulli,Diff-Means-Stnd,-0.7201849168544154
154,0.2,2,256,1,16-0,30,Bernoulli,Diff-Means-Frac-0.75,-1.1562130318260342
155,0.2,2,256,1,16-0,31,Bernoulli,Graph-Aware,-0.4194735518630118
156,0.2,2,256,1,16-0,31,Bernoulli,LeastSqs-Prop,-0.20564835075573654
157,0.2,2,256,1,16-0,31,Bernoulli,LeastSqs-Num,0.4459246229217293
158,0.2,2,256,1,16-0,31,Bernoulli,Diff-Means-Stnd,-0.7299562194090894
159,0.2,2,256,1,16-0,31,Bernoulli,Diff-Means-Frac-0.75,-1.1521232731189985
160,0.2,2,256,1,16-0,32,Bernoulli,Graph-Aware,-0.1716518758922116
161,0.2,2,256,1,16-0,32,Bernoulli,LeastSqs-Prop,-0.3987246276903122
162,0.2,2,256,1,16-0,32,Bernoulli,LeastSqs-Num,0.08875484006565112
163,0.2,2,256,1,16-0,32,Bernoulli,Diff-Means-Stnd,-0.678786549202546
164,0.2,2,256,1,16-0,32,Bernoulli,Diff-Means-Frac-0.75,-0.914381845956961
165,0.2,2,256,1,16-0,33,Bernoulli,Graph-Aware,2.922810171322658
166,0.2,2,256,1,16-0,33,Bernoulli,LeastSqs-Prop,-0.269249997351461
167,0.2,2,256,1,16-0,33,Bernoulli,LeastSqs-Num,0.49389584333513165
168,0.2,2,256,1,16-0,33,Bernoulli,Diff-Means-Stnd,-0.7240792760879685
169,0.2,2,256,1,16-0,33,Bernoulli,Diff-Means-Frac-0.75,-1.1401644427953048
170,0.2,2,256,1,16-0,34,Bernoulli,Graph-Aware,-0.42755445176634993
171,0.2,2,256,1,16-0,34,Bernoulli,LeastSqs-Prop,-0.2735630054276655
172,0.2,2,256,1,16-0,34,Bernoulli,LeastSqs-Num,0.45484295756353954
173,0.2,2,256,1,16-0,34,Bernoulli,Diff-Means-Stnd,-0.7347667210214897
174,0.2,2,256,1,16-0,34,Bernoulli,Diff-Means-Frac-0.75,-1.1379121784851927
175,0.2,2,256,1,16-0,35,Bernoulli,Graph-Aware,-1.2201144922783933
176,0.2,2,256,1,16-0,35,Bernoulli,LeastSqs-Prop,-0.08457543342471446
177,0.2,2,256,1,16-0,35,Bernoulli,LeastSqs-Num,0.39564108864459524
178,0.2,2,256,1,16-0,35,Bernoulli,Diff-Means-Stnd,-0.7609659979888604
179,0.2,2,256,1,16-0,35,Bernoulli,Diff-Means-Frac-0.75,-1.1471614858025307
180,0.2,2,256,1,16-0,36,Bernoulli,Graph-Aware,0.32950192447712545
181,0.2,2,256,1,16-0,36,Bernoulli,LeastSqs-Prop,-0.07697130279856272
182,0.2,2,256,1,16-0,36,Bernoulli,LeastSqs-Num,0.5389989225235342
183,0.2,2,256,1,16-0,36,Bernoulli,Diff-Means-Stnd,-0.6857609002146993
184,0.2,2,256,1,16-0,36,Bernoulli,Diff-Means-Frac-0.75,-1.1409491399969813
185,0.2,2,256,1,16-0,37,Bernoulli,Graph-Aware,-0.545905301824554
186,0.2,2,256,1,16-0,37,Bernoulli,LeastSqs-Prop,-0.266356739528913
187,0.2,2,256,1,16-0,37,Bernoulli,LeastSqs-Num,0.36933410858090576
188,0.2,2,256,1,16-0,37,Bernoulli,Diff-Means-Stnd,-0.6965777501647187
189,0.2,2,256,1,16-0,37,Bernoulli,Diff-Means-Frac-0.75,-1.1446564577897447
190,0.2,2,256,1,16-0,38,Bernoulli,Graph-Aware,-1.0175015924920185
191,0.2,2,256,1,16-0,38,Bernoulli,LeastSqs-Prop,-0.4806389910596215
192,0.2,2,256,1,16-0,38,Bernoulli,LeastSqs-Num,0.17097414347801584
193,0.2,2,256,1,16-0,38,Bernoulli,Diff-Means-Stnd,-0.7194342051807827
194,0.2,2,256,1,16-0,38,Bernoulli,Diff-Means-Frac-0.75,-1.1166995592612963
195,0.2,2,256,1,16-0,39,Bernoulli,Graph-Aware,0.8064567327462941
196,0.2,2,256,1,16-0,39,Bernoulli,LeastSqs-Prop,-0.21672540230736465
197,0.2,2,256,1,16-0,39,Bernoulli,LeastSqs-Num,0.3723874249956334
198,0.2,2,256,1,16-0,39,Bernoulli,Diff-Means-Stnd,-0.6437400289309599
199,0.2,2,256,1,16-0,39,Bernoulli,Diff-Means-Frac-0.75,-1.154133061678252
200,0.2,2,256,1,16-0,40,Bernoulli,Graph-Aware,0.15432881782876304
201,0.2,2,256,1,16-0,40,Bernoulli,LeastSqs-Prop,-0.1908147506821481
202,0.2,2,256,1,16-0,40,Bernoulli,LeastSqs-Num,0.3840592572007677
203,0.2,2,256,1,16-0,40,Bernoulli,Diff-Means-Stnd,-0.688611877031386
204,0.2,2,256,1,16-0,40,Bernoulli,Diff-Means-Frac-0.75,-1.1437726833281936
205,0.2,2,256,1,16-0,41,Bernoulli,Graph-Aware,-0.7443794426967352
206,0.2,2,256,1,16-0,41,Bernoulli,LeastSqs-Prop,-0.3504509838529402
207,0.2,2,256,1,16-0,41,Bernoulli,LeastSqs-Num,0.2648637445262733
208,0.2,2,256,1,16-0,41,Bernoulli,Diff-Means-Stnd,-0.6940227976112143
209,0.2,2,256,1,16-0,41,Bernoulli,Diff-Means-Frac-0.75,-1.1359315186424004
210,0.2,2,256,1,16-0,42,Bernoulli,Graph-Aware,1.3143710970019382
211,0.2,2,256,1,16-0,42,Bernoulli,LeastSqs-Prop,-0.27942602245872367
212,0.2,2,256,1,16-0,42,Bernoulli,LeastSqs-Num,0.4026450043774446
213,0.2,2,256,1,16-0,42,Bernoulli,Diff-Means-Stnd,-0.6177101260074107
214,0.2,2,256,1,16-0,42,Bernoulli,Diff-Means-Frac-0.75,-1.1181308890649653
215,0.2,2,256,1,16-0,43,Bernoulli,Graph-Aware,-0.10915227815746319
216,0.2,2,256,1,16-0,43,Bernoulli,LeastSqs-Prop,-0.24253338280186362
217,0.2,2,256,1,16-0,43,Bernoulli,LeastSqs-Num,0.2576490859803117
218,0.2,2,256,1,16-0,43,Bernoulli,Diff-Means-Stnd,-0.6986476600857756
219,0.2,2,256,1,16-0,43,Bernoulli,Diff-Means-Frac-0.75,-1.1349411982921658
220,0.2,2,256,1,16-0,44,Bernoulli,Graph-Aware,-1.1659042299979445
221,0.2,2,256,1,16-0,44,Bernoulli,LeastSqs-Prop,-0.4518316293902092
222,0.2,2,256,1,16-0,44,Bernoulli,LeastSqs-Num,0.26615272847465377
223,0.2,2,256,1,16-0,44,Bernoulli,Diff-Means-Stnd,-0.7127949581881802
224,0.2,2,256,1,16-0,44,Bernoulli,Diff-Means-Frac-0.75,-1.1502444491033537
225,0.2,2,256,1,16-0,45,Bernoulli,Graph-Aware,-0.17714136906495656
226,0.2,2,256,1,16-0,45,Bernoulli,LeastSqs-Prop,-0.23345123853482277
227,0.2,2,256,1,16-0,45,Bernoulli,LeastSqs-Num,0.5618339470718888
228,0.2,2,256,1,16-0,45,Bernoulli,Diff-Means-Stnd,-0.7071818645227822
229,0.2,2,256,1,16-0,45,Bernoulli,Diff-Means-Frac-0.75,-1.1663789248723981
230,0.2,2,256,1,16-0,46,Bernoulli,Graph-Aware,-0.6182606926303851
231,0.2,2,256,1,16-0,46,Bernoulli,LeastSqs-Prop,-0.1774993083847432
232,0.2,2,256,1,16-0,46,Bernoulli,LeastSqs-Num,0.5047519838176607
233,0.2,2,256,1,16-0,46,Bernoulli,Diff-Means-Stnd,-0.714547737139574
234,0.2,2,256,1,16-0,46,Bernoulli,Diff-Means-Frac-0.75,-1.145672629867
235,0.2,2,256,1,16-0,47,Bernoulli,Graph-Aware,1.0930208040205607
236,0.2,2,256,1,16-0,47,Bernoulli,LeastSqs-Prop,-0.3271435633389671
237,0.2,2,256,1,16-0,47,Bernoulli,LeastSqs-Num,0.3973563650436174
238,0.2,2,256,1,16-0,47,Bernoulli,Diff-Means-Stnd,-0.6741766787543827
239,0.2,2,256,1,16-0,47,Bernoulli,Diff-Means-Frac-0.75,-1.1378773942523213
240,0.2,2,256,1,16-0,48,Bernoulli,Graph-Aware,-0.7413406432352955
241,0.2,2,256,1,16-0,48,Bernoulli,LeastSqs-Prop,-0.28056221318397667
242,0.2,2,256,1,16-0,48,Bernoulli,LeastSqs-Num,0.21041780094043308
243,0.2,2,256,1,16-0,48,Bernoulli,Diff-Means-Stnd,-0.6746143287833047
244,0.2,2,256,1,16-0,48,Bernoulli,Diff-Means-Frac-0.75,-1.1364035491453988
245,0.2,2,256,1,16-0,49,Bernoulli,Graph-Aware,0.6972314836424458
246,0.2,2,256,1,16-0,49,Bernoulli,LeastSqs-Prop,-0.11964802086528366
247,0.2,2,256,1,16-0,49,Bernoulli,LeastSqs-Num,0.3313570999580902
248,0.2,2,256,1,16-0,49,Bernoulli,Diff-Means-Stnd,-0.6524279845791998
249,0.2,2,256,1,16-0,49,Bernoulli,Diff-Means-Frac-0.75,-1.12834682305706
250,0.2,2,256,1,16-0,50,Bernoulli,Graph-Aware,-1.1127908129039774
251,0.2,2,256,1,16-0,50,Bernoulli,LeastSqs-Prop,-0.19374462202242038
252,0.2,2,256,1,16-0,50,Bernoulli,LeastSqs-Num,0.4043383212912029
253,0.2,2,256,1,16-0,50,Bernoulli,Diff-Means-Stnd,-0.7364311379669727
254,0.2,2,256,1,16-0,50,Bernoulli,Diff-Means-Frac-0.75,-1.1377032817405652
255,0.2,2,256,1,16-0,51,Bernoulli,Graph-Aware,-0.30565377671813637
256,0.2,2,256,1,16-0,51,Bernoulli,LeastSqs-Prop,-0.34142628179105317
257,0.2,2,256,1,16-0,51,Bernoulli,LeastSqs-Num,0.356745582263497
258,0.2,2,256,1,16-0,51,Bernoulli,Diff-Means-Stnd,-0.692885253365818
259,0.2,2,256,1,16-0,51,Bernoulli,Diff-Means-Frac-0.75,-1.1476215289573766
260,0.2,2,256,1,16-0,52,Bernoulli,Graph-Aware,-0.5335055442746727
261,0.2,2,256,1,16-0,52,Bernoulli,LeastSqs-Prop,-0.23439594782381706
262,0.2,2,256,1,16-0,52,Bernoulli,LeastSqs-Num,0.28039652265952303
263,0.2,2,256,1,16-0,52,Bernoulli,Diff-Means-Stnd,-0.7003871426886045
264,0.2,2,256,1,16-0,52,Bernoulli,Diff-Means-Frac-0.75,-1.1362725872278692
265,0.2,2,256,1,16-0,53,Bernoulli,Graph-Aware,-0.46036902120502793
266,0.2,2,256,1,16-0,53,Bernoulli,LeastSqs-Prop,-0.2321350628099699
267,0.2,2,256,1,16-0,53,Bernoulli,LeastSqs-Num,0.19311249405672543
268,0.2,2,256,1,16-0,53,Bernoulli,Diff-Means-Stnd,-0.645480040407238
269,0.2,2,256,1,16-0,53,Bernoulli,Diff-Means-Frac-0.75,-1.137340954712536
270,0.2,2,256,1,16-0,54,Bernoulli,Graph-Aware,-1.9073475736051704
271,0.2,2,256,1,16-0,54,Bernoulli,LeastSqs-Prop,-0.058806839113568224
272,0.2,2,256,1,16-0,54,Bernoulli,LeastSqs-Num,0.557213629341076
273,0.2,2,256,1,16-0,54,Bernoulli,Diff-Means-Stnd,-0.762554438908904
274,0.2,2,256,1,16-0,54,Bernoulli,Diff-Means-Frac-0.75,-1.1431336872347606
275,0.2,2,256,1,16-0,55,Bernoulli,Graph-Aware,-0.46287228871433
276,0.2,2,256,1,16-0,55,Bernoulli,LeastSqs-Prop,-0.09662127233596196
277,0.2,2,256,1,16-0,55,Bernoulli,LeastSqs-Num,0.48260324857872045
278,0.2,2,256,1,16-0,55,Bernoulli,Diff-Means-Stnd,-0.609315046735741
279,0.2,2,256,1,16-0,55,Bernoulli,Diff-Means-Frac-0.75,-1.1357397202743091
280,0.2,2,256,1,16-0,56,Bernoulli,Graph-Aware,0.4566157689639388
281,0.2,2,256,1,16-0,56,Bernoulli,LeastSqs-Prop,-0.11392625294043862
282,0.2,2,256,1,16-0,56,Bernoulli,LeastSqs-Num,0.5270018688651176
283,0.2,2,256,1,16-0,56,Bernoulli,Diff-Means-Stnd,-0.6908138390537184
284,0.2,2,256,1,16-0,56,Bernoulli,Diff-Means-Frac-0.75,-1.1591588789912806
285,0.2,2,256,1,16-0,57,Bernoulli,Graph-Aware,0.10518183147297666
286,0.2,2,256,1,16-0,57,Bernoulli,LeastSqs-Prop,-0.20396122325507726
287,0.2,2,256,1,16-0,57,Bernoulli,LeastSqs-Num,0.4281922049739844
288,0.2,2,256,1,16-0,57,Bernoulli,Diff-Means-Stnd,-0.655767895750614
289,0.2,2,256,1,16-0,57,Bernoulli,Diff-Means-Frac-0.75,-1.1402038133859709
290,0.2,2,256,1,16-0,58,Bernoulli,Graph-Aware,-0.9291287801277416
291,0.2,2,256,1,16-0,58,Bernoulli,LeastSqs-Prop,-0.2586991443347378
292,0.2,2,256,1,16-0,58,Bernoulli,LeastSqs-Num,0.22127362619927404
293,0.2,2,256,1,16-0,58,Bernoulli,Diff-Means-Stnd,-0.6755809279734825
294,0.2,2,256,1,16-0,58,Bernoulli,Diff-Means-Frac-0.75,-1.118066896530455
295,0.2,2,256,1,16-0,59,Bernoulli,Graph-Aware,-0.3575193495050992
296,0.2,2,256,1,16-0,59,Bernoulli,LeastSqs-Prop,-0.32335357024869305
297,0.2,2,256,1,16-0,59,Bernoulli,LeastSqs-Num,0.47695582149073784
298,0.2,2,256,1,16-0,59,Bernoulli,Diff-Means-Stnd,-0.6624113267834641
299,0.2,2,256,1,16-0,59,Bernoulli,Diff-Means-Frac-0.75,-1.1625995002385687
300,0.2,2,256,1,16-0,60,Bernoulli,Graph-Aware,0.3644914461907712
301,0.2,2,256,1,16-0,60,Bernoulli,LeastSqs-Prop,-0.04435304291088663
302,0.2,2,256,1,16-0,60,Bernoulli,LeastSqs-Num,0.5169782095028024
303,0.2,2,256,1,16-0,60,Bernoulli,Diff-Means-Stnd,-0.7100951737166474
