,Estimator,graph,rep,n,p,ratio,Bias
5253,OLS,sw,50,576,0.5,2,0.016917244911459153
5254,Graph-Agnostic,sw,50,576,0.5,2,0.009520394527966896
5255,diff_means_frac,sw,51,576,0.5,2,-0.818512528265109
5256,diff_means,sw,51,576,0.5,2,-0.8310760921088178
5257,SumIPS-Linear,sw,51,576,0.5,2,-0.4740069268561234
5258,OLS,sw,51,576,0.5,2,-0.2336751695241288
5259,Graph-Agnostic,sw,51,576,0.5,2,-0.039663447066114535
5260,diff_means_frac,sw,52,576,0.5,2,-0.6092786352742012
5261,diff_means,sw,52,576,0.5,2,-0.8877957873664969
5262,SumIPS-Linear,sw,52,576,0.5,2,-0.35217092847297143
5263,OLS,sw,52,576,0.5,2,-0.1377687629798054
5264,Graph-Agnostic,sw,52,576,0.5,2,0.014098515909285292
5265,diff_means_frac,sw,53,576,0.5,2,-0.8174307021095962
5266,diff_means,sw,53,576,0.5,2,-0.9156098849034102
5267,SumIPS-Linear,sw,53,576,0.5,2,-1.049731370941985
5268,OLS,sw,53,576,0.5,2,-0.1996793864003073
5269,Graph-Agnostic,sw,53,576,0.5,2,-0.05793606665431811
5270,diff_means_frac,sw,54,576,0.5,2,-0.7577728211509027
5271,diff_means,sw,54,576,0.5,2,-0.8207992480413678
5272,SumIPS-Linear,sw,54,576,0.5,2,-0.2976972202662417
5273,OLS,sw,54,576,0.5,2,-0.36092710825875646
5274,Graph-Agnostic,sw,54,576,0.5,2,0.03231814832142998
5275,diff_means_frac,sw,55,576,0.5,2,-0.6540074668658296
5276,diff_means,sw,55,576,0.5,2,-0.8816984204517131
5277,SumIPS-Linear,sw,55,576,0.5,2,0.01341687827510055
5278,OLS,sw,55,576,0.5,2,-0.4211457159754543
5279,Graph-Agnostic,sw,55,576,0.5,2,0.00608504268181013
5280,diff_means_frac,sw,56,576,0.5,2,-0.5664328654212406
5281,diff_means,sw,56,576,0.5,2,-0.8877387329750372
5282,SumIPS-Linear,sw,56,576,0.5,2,-0.741320797945096
5283,OLS,sw,56,576,0.5,2,-0.2165196536312856
5284,Graph-Agnostic,sw,56,576,0.5,2,-0.03425557824436907
5285,diff_means_frac,sw,57,576,0.5,2,-0.7814492681676158
5286,diff_means,sw,57,576,0.5,2,-0.8761861134987542
5287,SumIPS-Linear,sw,57,576,0.5,2,0.14656987126063312
5288,OLS,sw,57,576,0.5,2,-0.16816387585060222
5289,Graph-Agnostic,sw,57,576,0.5,2,0.026778077195979546
5290,diff_means_frac,sw,58,576,0.5,2,-0.6972249736846514
5291,diff_means,sw,58,576,0.5,2,-0.8932644924767726
5292,SumIPS-Linear,sw,58,576,0.5,2,-0.5237655260235694
5293,OLS,sw,58,576,0.5,2,-0.13160048601601676
5294,Graph-Agnostic,sw,58,576,0.5,2,0.011808546067388596
5295,diff_means_frac,sw,59,576,0.5,2,-0.7346747254573691
5296,diff_means,sw,59,576,0.5,2,-0.8410099789708171
5297,SumIPS-Linear,sw,59,576,0.5,2,-0.08966884793848244
5298,OLS,sw,59,576,0.5,2,-0.18831387979235062
5299,Graph-Agnostic,sw,59,576,0.5,2,-0.03136665337293137
5300,diff_means_frac,sw,60,576,0.5,2,-0.8833936190857916
5301,diff_means,sw,60,576,0.5,2,-0.8007160816924069
5302,SumIPS-Linear,sw,60,576,0.5,2,-1.1682608374634897
5303,OLS,sw,60,576,0.5,2,-0.23744770174951954
5304,Graph-Agnostic,sw,60,576,0.5,2,-0.06346831583661387
5305,diff_means_frac,sw,61,576,0.5,2,-0.6681228636829156
5306,diff_means,sw,61,576,0.5,2,-0.8670969636857944
5307,SumIPS-Linear,sw,61,576,0.5,2,0.08792460544613136
5308,OLS,sw,61,576,0.5,2,-0.2781261988466553
5309,Graph-Agnostic,sw,61,576,0.5,2,0.03490722715944635
5310,diff_means_frac,sw,62,576,0.5,2,-0.7392120626445
5311,diff_means,sw,62,576,0.5,2,-0.8641407969182606
5312,SumIPS-Linear,sw,62,576,0.5,2,-0.2180137731672693
5313,OLS,sw,62,576,0.5,2,-0.22168651107046491
5314,Graph-Agnostic,sw,62,576,0.5,2,-0.0141624269315362
5315,diff_means_frac,sw,63,576,0.5,2,-0.6406697079901494
5316,diff_means,sw,63,576,0.5,2,-0.9388388445388759
5317,SumIPS-Linear,sw,63,576,0.5,2,-1.4646133246176125
5318,OLS,sw,63,576,0.5,2,-0.24159844991311177
5319,Graph-Agnostic,sw,63,576,0.5,2,-0.053993260955343174
5320,diff_means_frac,sw,64,576,0.5,2,-0.6828171169449846
5321,diff_means,sw,64,576,0.5,2,-0.8738249177795143
5322,SumIPS-Linear,sw,64,576,0.5,2,0.11153732703970033
5323,OLS,sw,64,576,0.5,2,-0.11851247055877828
5324,Graph-Agnostic,sw,64,576,0.5,2,0.012702563187682052
5325,diff_means_frac,sw,65,576,0.5,2,-0.5985103717151177
5326,diff_means,sw,65,576,0.5,2,-0.8887753070280687
5327,SumIPS-Linear,sw,65,576,0.5,2,-0.17854191136841444
5328,OLS,sw,65,576,0.5,2,-0.2696572159579879
5329,Graph-Agnostic,sw,65,576,0.5,2,0.00959788297840803
5330,diff_means_frac,sw,66,576,0.5,2,-0.6204707530956818
5331,diff_means,sw,66,576,0.5,2,-0.8658715841597092
5332,SumIPS-Linear,sw,66,576,0.5,2,-0.5096347299508014
5333,OLS,sw,66,576,0.5,2,-0.1242466090848291
5334,Graph-Agnostic,sw,66,576,0.5,2,-0.08173614851497402
5335,diff_means_frac,sw,67,576,0.5,2,-0.6742128769272491
5336,diff_means,sw,67,576,0.5,2,-0.8904454735038352
5337,SumIPS-Linear,sw,67,576,0.5,2,-0.022827319124344495
5338,OLS,sw,67,576,0.5,2,-0.28766217738389577
5339,Graph-Agnostic,sw,67,576,0.5,2,-0.017869299867758037
5340,diff_means_frac,sw,68,576,0.5,2,-0.5139306233782276
5341,diff_means,sw,68,576,0.5,2,-0.722249064037774
5342,SumIPS-Linear,sw,68,576,0.5,2,-0.24935698122227387
5343,OLS,sw,68,576,0.5,2,-0.12184413632201663
5344,Graph-Agnostic,sw,68,576,0.5,2,-0.032688350686730795
5345,diff_means_frac,sw,69,576,0.5,2,-0.7558428041884436
5346,diff_means,sw,69,576,0.5,2,-0.8474854430877051
5347,SumIPS-Linear,sw,69,576,0.5,2,-0.479545203795948
5348,OLS,sw,69,576,0.5,2,-0.21055439006066884
5349,Graph-Agnostic,sw,69,576,0.5,2,-0.03547343604124563
5350,diff_means_frac,sw,70,576,0.5,2,-0.6735408024899187
5351,diff_means,sw,70,576,0.5,2,-0.8510866678512299
5352,SumIPS-Linear,sw,70,576,0.5,2,-0.45513007128534205
5353,OLS,sw,70,576,0.5,2,-0.18292471304644667
5354,Graph-Agnostic,sw,70,576,0.5,2,-0.021076858424889176
5355,diff_means_frac,sw,71,576,0.5,2,-0.6688026896507373
5356,diff_means,sw,71,576,0.5,2,-0.7720596685854892
5357,SumIPS-Linear,sw,71,576,0.5,2,0.4506670618696723
5358,OLS,sw,71,576,0.5,2,-0.2032035535184071
5359,Graph-Agnostic,sw,71,576,0.5,2,0.030675647853036152
5360,diff_means_frac,sw,72,576,0.5,2,-0.747155618963859
5361,diff_means,sw,72,576,0.5,2,-0.8792789577980622
5362,SumIPS-Linear,sw,72,576,0.5,2,-0.6244978519210594
5363,OLS,sw,72,576,0.5,2,-0.3399122179311589
5364,Graph-Agnostic,sw,72,576,0.5,2,-0.026933194684086687
5365,diff_means_frac,sw,73,576,0.5,2,-0.6376156252486218
5366,diff_means,sw,73,576,0.5,2,-0.8330747093866154
5367,SumIPS-Linear,sw,73,576,0.5,2,0.25619758312142327
5368,OLS,sw,73,576,0.5,2,-0.2522481081235742
5369,Graph-Agnostic,sw,73,576,0.5,2,-0.007017741764564555
5370,diff_means_frac,sw,74,576,0.5,2,-0.5637303827414285
5371,diff_means,sw,74,576,0.5,2,-0.7949319833640447
5372,SumIPS-Linear,sw,74,576,0.5,2,2.0212951438775346
5373,OLS,sw,74,576,0.5,2,-0.15324226774863564
5374,Graph-Agnostic,sw,74,576,0.5,2,0.11294650345383327
5375,diff_means_frac,sw,75,576,0.5,2,-0.7026225413532419
5376,diff_means,sw,75,576,0.5,2,-0.8502022129254869
5377,SumIPS-Linear,sw,75,576,0.5,2,-1.2155748487872264
5378,OLS,sw,75,576,0.5,2,-0.2594289988586524
5379,Graph-Agnostic,sw,75,576,0.5,2,-0.060534337610384605
5380,diff_means_frac,sw,76,576,0.5,2,-0.6601540843714204
5381,diff_means,sw,76,576,0.5,2,-0.8257453575273904
5382,SumIPS-Linear,sw,76,576,0.5,2,1.5848506313919135
5383,OLS,sw,76,576,0.5,2,-0.3042769086502114
5384,Graph-Agnostic,sw,76,576,0.5,2,0.0895164582847325
5385,diff_means_frac,sw,77,576,0.5,2,-0.7713338373397352
5386,diff_means,sw,77,576,0.5,2,-0.813891084500796
5387,SumIPS-Linear,sw,77,576,0.5,2,0.7880649581198724
5388,OLS,sw,77,576,0.5,2,-0.11566082952121504
5389,Graph-Agnostic,sw,77,576,0.5,2,0.04727442670148644
5390,diff_means_frac,sw,78,576,0.5,2,-0.7375925990999253
5391,diff_means,sw,78,576,0.5,2,-0.8863228250953765
5392,SumIPS-Linear,sw,78,576,0.5,2,-1.0500845596380823
5393,OLS,sw,78,576,0.5,2,-0.34944423303142114
5394,Graph-Agnostic,sw,78,576,0.5,2,-0.009501036937036224
5395,diff_means_frac,sw,79,576,0.5,2,-0.8246072840031491
5396,diff_means,sw,79,576,0.5,2,-0.912713127601467
5397,SumIPS-Linear,sw,79,576,0.5,2,-0.7334800441549529
5398,OLS,sw,79,576,0.5,2,-0.20933721329774607
5399,Graph-Agnostic,sw,79,576,0.5,2,-0.057464009937120517
5400,diff_means_frac,sw,80,576,0.5,2,-0.737981039808883
5401,diff_means,sw,80,576,0.5,2,-0.8582413897068614
5402,SumIPS-Linear,sw,80,576,0.5,2,-1.8806998376023774
5403,OLS,sw,80,576,0.5,2,-0.3283334407756635
5404,Graph-Agnostic,sw,80,576,0.5,2,-0.08293784749076424
5405,diff_means_frac,sw,81,576,0.5,2,-0.7302880803702857
5406,diff_means,sw,81,576,0.5,2,-0.8569288159972503
5407,SumIPS-Linear,sw,81,576,0.5,2,-0.3596508900040801
5408,OLS,sw,81,576,0.5,2,-0.22022894314251715
5409,Graph-Agnostic,sw,81,576,0.5,2,-0.035504820139770354
5410,diff_means_frac,sw,82,576,0.5,2,-0.7014533824487498
5411,diff_means,sw,82,576,0.5,2,-0.7534563888169682
5412,SumIPS-Linear,sw,82,576,0.5,2,0.5073487291832722
5413,OLS,sw,82,576,0.5,2,-0.5429923300881961
5414,Graph-Agnostic,sw,82,576,0.5,2,0.030727582841106063
5415,diff_means_frac,sw,83,576,0.5,2,-0.6740919700649127
5416,diff_means,sw,83,576,0.5,2,-0.7813407480845744
5417,SumIPS-Linear,sw,83,576,0.5,2,1.0892528854001822
5418,OLS,sw,83,576,0.5,2,-0.3004715384754995
5419,Graph-Agnostic,sw,83,576,0.5,2,0.05620664245581619
5420,diff_means_frac,sw,84,576,0.5,2,-0.7189052076055252
5421,diff_means,sw,84,576,0.5,2,-0.9104234254110811
5422,SumIPS-Linear,sw,84,576,0.5,2,-0.5497695236845391
5423,OLS,sw,84,576,0.5,2,-0.19714903893675645
5424,Graph-Agnostic,sw,84,576,0.5,2,-0.04643456394738609
5425,diff_means_frac,sw,85,576,0.5,2,-0.7164850961926914
5426,diff_means,sw,85,576,0.5,2,-0.8111217228958632
5427,SumIPS-Linear,sw,85,576,0.5,2,-0.9824727101742688
5428,OLS,sw,85,576,0.5,2,-0.389935635187326
5429,Graph-Agnostic,sw,85,576,0.5,2,-0.06810291624712227
5430,diff_means_frac,sw,86,576,0.5,2,-0.7392447513708428
5431,diff_means,sw,86,576,0.5,2,-0.8908218072114598
5432,SumIPS-Linear,sw,86,576,0.5,2,0.18601647377594824
5433,OLS,sw,86,576,0.5,2,-0.2539507087662941
5434,Graph-Agnostic,sw,86,576,0.5,2,0.025511197924675617
5435,diff_means_frac,sw,87,576,0.5,2,-0.6603086251139247
5436,diff_means,sw,87,576,0.5,2,-0.8342798699817775
5437,SumIPS-Linear,sw,87,576,0.5,2,0.1473354522301707
5438,OLS,sw,87,576,0.5,2,-0.15670015237680196
5439,Graph-Agnostic,sw,87,576,0.5,2,-0.03272427862997753
5440,diff_means_frac,sw,88,576,0.5,2,-0.6456301333963435
5441,diff_means,sw,88,576,0.5,2,-0.9131171647222747
5442,SumIPS-Linear,sw,88,576,0.5,2,1.2407285235592045
5443,OLS,sw,88,576,0.5,2,-0.3362962166151927
5444,Graph-Agnostic,sw,88,576,0.5,2,0.1078327668975713
5445,diff_means_frac,sw,89,576,0.5,2,-0.8588161643002383
5446,diff_means,sw,89,576,0.5,2,-0.8672437520112563
5447,SumIPS-Linear,sw,89,576,0.5,2,-0.25852153876764206
5448,OLS,sw,89,576,0.5,2,-0.27663726275045836
5449,Graph-Agnostic,sw,89,576,0.5,2,-0.017518846519766613
5450,diff_means_frac,sw,90,576,0.5,2,-0.6438104561363065
5451,diff_means,sw,90,576,0.5,2,-0.8611138483557509
5452,SumIPS-Linear,sw,90,576,0.5,2,-0.3249197932849917
5453,OLS,sw,90,576,0.5,2,-0.23375199973385433
5454,Graph-Agnostic,sw,90,576,0.5,2,-0.04244021512558437
5455,diff_means_frac,sw,91,576,0.5,2,-0.6572364500785893
5456,diff_means,sw,91,576,0.5,2,-0.8021094799819237
5457,SumIPS-Linear,sw,91,576,0.5,2,0.35762046216096127
5458,OLS,sw,91,576,0.5,2,-0.2370544256789487
5459,Graph-Agnostic,sw,91,576,0.5,2,-0.008777232830295426
5460,diff_means_frac,sw,92,576,0.5,2,-0.734358455317029
5461,diff_means,sw,92,576,0.5,2,-0.8108649877617554
5462,SumIPS-Linear,sw,92,576,0.5,2,0.9583744013492269
5463,OLS,sw,92,576,0.5,2,-0.14886723191648651
5464,Graph-Agnostic,sw,92,576,0.5,2,0.09248908322434915
5465,diff_means_frac,sw,93,576,0.5,2,-0.6700431386378171
5466,diff_means,sw,93,576,0.5,2,-0.8665661687235146
5467,SumIPS-Linear,sw,93,576,0.5,2,0.16426759128760016
5468,OLS,sw,93,576,0.5,2,-0.3033280962291993
5469,Graph-Agnostic,sw,93,576,0.5,2,0.03366831893046562
5470,diff_means_frac,sw,94,576,0.5,2,-0.5697102044638882
5471,diff_means,sw,94,576,0.5,2,-0.9263940178170309
5472,SumIPS-Linear,sw,94,576,0.5,2,-0.6817466824673946
5473,OLS,sw,94,576,0.5,2,-0.018298505363511998
5474,Graph-Agnostic,sw,94,576,0.5,2,-0.02497292848478937
5475,diff_means_frac,sw,95,576,0.5,2,-0.7411701713997106
5476,diff_means,sw,95,576,0.5,2,-0.83064608532337
5477,SumIPS-Linear,sw,95,576,0.5,2,-1.371045500441734
5478,OLS,sw,95,576,0.5,2,-0.20988681329482006
5479,Graph-Agnostic,sw,95,576,0.5,2,-0.11838468897357815
5480,diff_means_frac,sw,96,576,0.5,2,-0.6124917448752272
5481,diff_means,sw,96,576,0.5,2,-0.8447609551384115
5482,SumIPS-Linear,sw,96,576,0.5,2,1.4017963972141234
5483,OLS,sw,96,576,0.5,2,-0.08449209784695225
5484,Graph-Agnostic,sw,96,576,0.5,2,0.10205519936177668
5485,diff_means_frac,sw,97,576,0.5,2,-0.7684928378384498
5486,diff_means,sw,97,576,0.5,2,-0.8492287355287509
5487,SumIPS-Linear,sw,97,576,0.5,2,-1.2079558842779416
5488,OLS,sw,97,576,0.5,2,-0.32957519954259373
5489,Graph-Agnostic,sw,97,576,0.5,2,-0.04131012389873663
5490,diff_means_frac,sw,98,576,0.5,2,-0.6037638400454105
5491,diff_means,sw,98,576,0.5,2,-0.8008162238135861
5492,SumIPS-Linear,sw,98,576,0.5,2,0.2571359834935844
5493,OLS,sw,98,576,0.5,2,-0.2087215172417121
5494,Graph-Agnostic,sw,98,576,0.5,2,0.025530537853545355
5495,diff_means_frac,sw,99,576,0.5,2,-0.6476799560795922
5496,diff_means,sw,99,576,0.5,2,-0.8467688457025538
5497,SumIPS-Linear,sw,99,576,0.5,2,-1.1917219724306956
5498,OLS,sw,99,576,0.5,2,-0.1968500697965755
5499,Graph-Agnostic,sw,99,576,0.5,2,-0.04234477555583361
5500,diff_means_frac,sw,100,576,0.5,2,-0.7209100348645228
5501,diff_means,sw,100,576,0.5,2,-0.9008991284846867
5502,SumIPS-Linear,sw,100,576,0.5,2,0.13921299229777248
5503,OLS,sw,100,576,0.5,2,-0.31469782175345407
5504,Graph-Agnostic,sw,100,576,0.5,2,0.05020038237403367
5505,diff_means_frac,sw,101,576,0.5,2,-0.7676617348617024
5506,diff_means,sw,101,576,0.5,2,-0.8679663319158231
5507,SumIPS-Linear,sw,101,576,0.5,2,-0.5839766538787574
5508,OLS,sw,101,576,0.5,2,-0.21259601249101023
5509,Graph-Agnostic,sw,101,576,0.5,2,-0.038676162336560106
5510,diff_means_frac,sw,102,576,0.5,2,-0.6076757081625037
5511,diff_means,sw,102,576,0.5,2,-0.8582492628534981
5512,SumIPS-Linear,sw,102,576,0.5,2,0.019566180954839443
5513,OLS,sw,102,576,0.5,2,-0.20303731018868165
5514,Graph-Agnostic,sw,102,576,0.5,2,0.06247019020621766
5515,diff_means_frac,sw,103,576,0.5,2,-0.526292725747767
5516,diff_means,sw,103,576,0.5,2,-0.9131338397523726
5517,SumIPS-Linear,sw,103,576,0.5,2,0.415377964579373
5518,OLS,sw,103,576,0.5,2,-0.128160470334152
5519,Graph-Agnostic,sw,103,576,0.5,2,-0.0018584642820061404
5520,diff_means_frac,sw,104,576,0.5,2,-0.6860583875196723
5521,diff_means,sw,104,576,0.5,2,-0.8378572832084691
5522,SumIPS-Linear,sw,104,576,0.5,2,-1.065960759916534
5523,OLS,sw,104,576,0.5,2,-0.2922947654470311
5524,Graph-Agnostic,sw,104,576,0.5,2,-0.06817262415041661
5525,diff_means_frac,sw,105,576,0.5,2,-0.5345226915571513
5526,diff_means,sw,105,576,0.5,2,-0.7428278544943481
5527,SumIPS-Linear,sw,105,576,0.5,2,2.2398441969958984
5528,OLS,sw,105,576,0.5,2,-0.16522351397090182
5529,Graph-Agnostic,sw,105,576,0.5,2,0.14813466341780443
5530,diff_means_frac,sw,106,576,0.5,2,-0.6551110618131009
5531,diff_means,sw,106,576,0.5,2,-0.8447281477345462
5532,SumIPS-Linear,sw,106,576,0.5,2,-0.45627400245843197
5533,OLS,sw,106,576,0.5,2,-0.266400585348132
5534,Graph-Agnostic,sw,106,576,0.5,2,-0.013688029391711412
5535,diff_means_frac,sw,107,576,0.5,2,-0.5378026823191019
5536,diff_means,sw,107,576,0.5,2,-0.8156728858140793
5537,SumIPS-Linear,sw,107,576,0.5,2,-0.2650895733992481
5538,OLS,sw,107,576,0.5,2,-0.21188373731898036
5539,Graph-Agnostic,sw,107,576,0.5,2,0.01822060893894394
5540,diff_means_frac,sw,108,576,0.5,2,-0.5671148619499156
5541,diff_means,sw,108,576,0.5,2,-0.8376089667211204
5542,SumIPS-Linear,sw,108,576,0.5,2,0.5177973794615145
5543,OLS,sw,108,576,0.5,2,-0.2729103094758781
5544,Graph-Agnostic,sw,108,576,0.5,2,0.036822938225527575
5545,diff_means_frac,sw,109,576,0.5,2,-0.8811542779363725
5546,diff_means,sw,109,576,0.5,2,-0.8534257144100896
5547,SumIPS-Linear,sw,109,576,0.5,2,-1.1038728159929443
5548,OLS,sw,109,576,0.5,2,-0.49900428717260203
5549,Graph-Agnostic,sw,109,576,0.5,2,-0.020093319875658076
5550,diff_means_frac,sw,110,576,0.5,2,-0.6315304140542494
5551,diff_means,sw,110,576,0.5,2,-0.9042363464637974
5552,SumIPS-Linear,sw,110,576,0.5,2,0.04797673209595072
5553,OLS,sw,110,576,0.5,2,-0.07681570633930936
5554,Graph-Agnostic,sw,110,576,0.5,2,0.03292136554274128
5555,diff_means_frac,sw,111,576,0.5,2,-0.6947505815878305
5556,diff_means,sw,111,576,0.5,2,-0.8035585722774019
5557,SumIPS-Linear,sw,111,576,0.5,2,0.09074892707419183
5558,OLS,sw,111,576,0.5,2,-0.17858516761429857
5559,Graph-Agnostic,sw,111,576,0.5,2,0.014096005989035992
5560,diff_means_frac,sw,112,576,0.5,2,-0.6202924621320705
5561,diff_means,sw,112,576,0.5,2,-0.7952597620847961
5562,SumIPS-Linear,sw,112,576,0.5,2,-0.027679823658075305
5563,OLS,sw,112,576,0.5,2,-0.29335610186332356
5564,Graph-Agnostic,sw,112,576,0.5,2,-0.04478979835230561
5565,diff_means_frac,sw,113,576,0.5,2,-0.7889195806308235
5566,diff_means,sw,113,576,0.5,2,-0.8067307289940687
5567,SumIPS-Linear,sw,113,576,0.5,2,-0.33424905237890784
5568,OLS,sw,113,576,0.5,2,-0.5117892762268836
5569,Graph-Agnostic,sw,113,576,0.5,2,-0.002203510032704494
5570,diff_means_frac,sw,114,576,0.5,2,-0.7626576915264253
5571,diff_means,sw,114,576,0.5,2,-0.8427349273918329
5572,SumIPS-Linear,sw,114,576,0.5,2,-1.3886310876186085
5573,OLS,sw,114,576,0.5,2,-0.3105205713447595
5574,Graph-Agnostic,sw,114,576,0.5,2,-0.04860330020944598
5575,diff_means_frac,sw,115,576,0.5,2,-0.6810672141770311
5576,diff_means,sw,115,576,0.5,2,-0.8431491683038816
5577,SumIPS-Linear,sw,115,576,0.5,2,0.7567100953976418
5578,OLS,sw,115,576,0.5,2,-0.3805771666958504
5579,Graph-Agnostic,sw,115,576,0.5,2,0.031356032704375654
5580,diff_means_frac,sw,116,576,0.5,2,-0.7455702507451087
5581,diff_means,sw,116,576,0.5,2,-0.8315673525900283
5582,SumIPS-Linear,sw,116,576,0.5,2,-0.4816057369497805
5583,OLS,sw,116,576,0.5,2,-0.4327344465878855
5584,Graph-Agnostic,sw,116,576,0.5,2,-0.029248060889352515
5585,diff_means_frac,sw,117,576,0.5,2,-0.7282913014559096
5586,diff_means,sw,117,576,0.5,2,-0.8305247376255743
5587,SumIPS-Linear,sw,117,576,0.5,2,-0.7215942000750459
5588,OLS,sw,117,576,0.5,2,-0.08275504656279999
5589,Graph-Agnostic,sw,117,576,0.5,2,-0.043085334694696074
5590,diff_means_frac,sw,118,576,0.5,2,-0.6305391969391796
5591,diff_means,sw,118,576,0.5,2,-0.9346083278600724
5592,SumIPS-Linear,sw,118,576,0.5,2,0.3787199149802848
5593,OLS,sw,118,576,0.5,2,-0.26351172275827855
5594,Graph-Agnostic,sw,118,576,0.5,2,0.015268853104523606
5595,diff_means_frac,sw,119,576,0.5,2,-0.6521591691939718
5596,diff_means,sw,119,576,0.5,2,-0.8617730379589343
5597,SumIPS-Linear,sw,119,576,0.5,2,-0.24329145984489717
5598,OLS,sw,119,576,0.5,2,-0.18411948405700762
5599,Graph-Agnostic,sw,119,576,0.5,2,0.014975018865026309
5600,diff_means_frac,sw,120,576,0.5,2,-0.6989556515237001
5601,diff_means,sw,120,576,0.5,2,-0.7516681295409494
5602,SumIPS-Linear,sw,120,576,0.5,2,0.4033652492296026
5603,OLS,sw,120,576,0.5,2,-0.2050670618968308
5604,Graph-Agnostic,sw,120,576,0.5,2,0.01717707385434809
5605,diff_means_frac,sw,121,576,0.5,2,-0.6089907629812291
5606,diff_means,sw,121,576,0.5,2,-0.7935146478952609
5607,SumIPS-Linear,sw,121,576,0.5,2,-0.7882587498527824
5608,OLS,sw,121,576,0.5,2,-0.16077388696004166
5609,Graph-Agnostic,sw,121,576,0.5,2,-0.03466204160585067
5610,diff_means_frac,sw,122,576,0.5,2,-0.7367502629948667
5611,diff_means,sw,122,576,0.5,2,-0.852979099602352
5612,SumIPS-Linear,sw,122,576,0.5,2,-0.36021618232021796
5613,OLS,sw,122,576,0.5,2,-0.3662859271520538
5614,Graph-Agnostic,sw,122,576,0.5,2,-0.016352866583458744
5615,diff_means_frac,sw,123,576,0.5,2,-0.5927390025056806
5616,diff_means,sw,123,576,0.5,2,-0.8143851029185003
5617,SumIPS-Linear,sw,123,576,0.5,2,0.25969328759687454
5618,OLS,sw,123,576,0.5,2,-0.23073377122848435
5619,Graph-Agnostic,sw,123,576,0.5,2,0.02743290220039089
5620,diff_means_frac,sw,124,576,0.5,2,-0.6936922512010785
5621,diff_means,sw,124,576,0.5,2,-0.7500117134768296
5622,SumIPS-Linear,sw,124,576,0.5,2,-0.6210978552079126
5623,OLS,sw,124,576,0.5,2,-0.19716577339463884
5624,Graph-Agnostic,sw,124,576,0.5,2,-0.006395371890585018
5625,diff_means_frac,sw,125,576,0.5,2,-0.7424564459252354
5626,diff_means,sw,125,576,0.5,2,-0.8766627127233079
5627,SumIPS-Linear,sw,125,576,0.5,2,-0.7029270054583479
5628,OLS,sw,125,576,0.5,2,-0.3548103686321528
5629,Graph-Agnostic,sw,125,576,0.5,2,-0.04615367747761338
5630,diff_means_frac,sw,126,576,0.5,2,-0.6523226404022968
5631,diff_means,sw,126,576,0.5,2,-0.8954265584265587
5632,SumIPS-Linear,sw,126,576,0.5,2,-0.7542769908074208
5633,OLS,sw,126,576,0.5,2,-0.34015699101563546
5634,Graph-Agnostic,sw,126,576,0.5,2,-0.009555395766767448
5635,diff_means_frac,sw,127,576,0.5,2,-0.789090864015394
5636,diff_means,sw,127,576,0.5,2,-0.8347948158112721
5637,SumIPS-Linear,sw,127,576,0.5,2,-1.2649881119619208
5638,OLS,sw,127,576,0.5,2,-0.32137386512213556
5639,Graph-Agnostic,sw,127,576,0.5,2,-0.08659605878814108
5640,diff_means_frac,sw,128,576,0.5,2,-0.6494475123042593
5641,diff_means,sw,128,576,0.5,2,-0.8070666905529594
5642,SumIPS-Linear,sw,128,576,0.5,2,-0.6509034110517625
5643,OLS,sw,128,576,0.5,2,-0.24224876118524633
5644,Graph-Agnostic,sw,128,576,0.5,2,-9.767540057417947e-05
5645,diff_means_frac,sw,129,576,0.5,2,-0.8048151153696086
5646,diff_means,sw,129,576,0.5,2,-0.9015114409740217
5647,SumIPS-Linear,sw,129,576,0.5,2,0.05253584723977204
5648,OLS,sw,129,576,0.5,2,-0.2807404951943265
5649,Graph-Agnostic,sw,129,576,0.5,2,0.06015339380038779
5650,diff_means_frac,sw,130,576,0.5,2,-0.6054640223763148
5651,diff_means,sw,130,576,0.5,2,-0.8765508400101495
5652,SumIPS-Linear,sw,130,576,0.5,2,-0.2626948311355906
5653,OLS,sw,130,576,0.5,2,-0.10167939940250302
5654,Graph-Agnostic,sw,130,576,0.5,2,0.043032404015345006
5655,diff_means_frac,sw,131,576,0.5,2,-0.7502817775618235
5656,diff_means,sw,131,576,0.5,2,-0.8904251041452869
5657,SumIPS-Linear,sw,131,576,0.5,2,-0.39609824703371294
5658,OLS,sw,131,576,0.5,2,-0.234750980392152
5659,Graph-Agnostic,sw,131,576,0.5,2,0.045025539865261435
5660,diff_means_frac,sw,132,576,0.5,2,-0.7776806878597685
5661,diff_means,sw,132,576,0.5,2,-0.850961132406615
5662,SumIPS-Linear,sw,132,576,0.5,2,-0.4785254346130057
5663,OLS,sw,132,576,0.5,2,-0.35488352088980224
5664,Graph-Agnostic,sw,132,576,0.5,2,-0.07411997250182646
5665,diff_means_frac,sw,133,576,0.5,2,-0.5980988362741886
5666,diff_means,sw,133,576,0.5,2,-0.8818122469523759
5667,SumIPS-Linear,sw,133,576,0.5,2,-0.4899828540189062
5668,OLS,sw,133,576,0.5,2,-0.0808061645146892
5669,Graph-Agnostic,sw,133,576,0.5,2,-0.02537543325219434
5670,diff_means_frac,sw,134,576,0.5,2,-0.6864632285423315
5671,diff_means,sw,134,576,0.5,2,-0.8146696840925067
5672,SumIPS-Linear,sw,134,576,0.5,2,-0.33753490839822187
5673,OLS,sw,134,576,0.5,2,-0.26465666358298784
