,Estimator,graph,rep,n,p,ratio,Bias
24372,SumIPS-Linear,sw,874,4096,0.5,2,0.28328055855583
24373,OLS,sw,874,4096,0.5,2,-0.32063443209681197
24374,Graph-Agnostic,sw,874,4096,0.5,2,0.028408600137305486
24375,diff_means_frac,sw,875,4096,0.5,2,-0.6452473644293447
24376,diff_means,sw,875,4096,0.5,2,-0.8090441856942072
24377,SumIPS-Linear,sw,875,4096,0.5,2,0.01027921439593776
24378,OLS,sw,875,4096,0.5,2,-0.23096964479736615
24379,Graph-Agnostic,sw,875,4096,0.5,2,0.005747013383183912
24380,diff_means_frac,sw,876,4096,0.5,2,-0.6959170221023211
24381,diff_means,sw,876,4096,0.5,2,-0.8162635585432292
24382,SumIPS-Linear,sw,876,4096,0.5,2,-0.07927146409691258
24383,OLS,sw,876,4096,0.5,2,-0.27599553313645536
24384,Graph-Agnostic,sw,876,4096,0.5,2,0.013513531652258636
24385,diff_means_frac,sw,877,4096,0.5,2,-0.6873477236347729
24386,diff_means,sw,877,4096,0.5,2,-0.8378690501939545
24387,SumIPS-Linear,sw,877,4096,0.5,2,-0.6111877250754733
24388,OLS,sw,877,4096,0.5,2,-0.24858615413523347
24389,Graph-Agnostic,sw,877,4096,0.5,2,-0.03639950298048265
24390,diff_means_frac,sw,878,4096,0.5,2,-0.7753357035336947
24391,diff_means,sw,878,4096,0.5,2,-0.8284998237465258
24392,SumIPS-Linear,sw,878,4096,0.5,2,0.2468768899632779
24393,OLS,sw,878,4096,0.5,2,-0.2611718118425094
24394,Graph-Agnostic,sw,878,4096,0.5,2,0.018023900670527008
24395,diff_means_frac,sw,879,4096,0.5,2,-0.6834879432923142
24396,diff_means,sw,879,4096,0.5,2,-0.817854113644353
24397,SumIPS-Linear,sw,879,4096,0.5,2,-0.005734654781483062
24398,OLS,sw,879,4096,0.5,2,-0.24468330396780083
24399,Graph-Agnostic,sw,879,4096,0.5,2,-0.00688130665962206
24400,diff_means_frac,sw,880,4096,0.5,2,-0.6789771139292431
24401,diff_means,sw,880,4096,0.5,2,-0.8708285959623526
24402,SumIPS-Linear,sw,880,4096,0.5,2,-0.23886586619011363
24403,OLS,sw,880,4096,0.5,2,-0.28599313371946566
24404,Graph-Agnostic,sw,880,4096,0.5,2,0.02031556678999924
24405,diff_means_frac,sw,881,4096,0.5,2,-0.6721889191540779
24406,diff_means,sw,881,4096,0.5,2,-0.8568260303214135
24407,SumIPS-Linear,sw,881,4096,0.5,2,-0.17702284408509517
24408,OLS,sw,881,4096,0.5,2,-0.2608353099208692
24409,Graph-Agnostic,sw,881,4096,0.5,2,0.0016256677094210344
24410,diff_means_frac,sw,882,4096,0.5,2,-0.6335267200301546
24411,diff_means,sw,882,4096,0.5,2,-0.7959984016138378
24412,SumIPS-Linear,sw,882,4096,0.5,2,0.6382879041437575
24413,OLS,sw,882,4096,0.5,2,-0.15526253612303423
24414,Graph-Agnostic,sw,882,4096,0.5,2,0.01923159665404743
24415,diff_means_frac,sw,883,4096,0.5,2,-0.7397895469335096
24416,diff_means,sw,883,4096,0.5,2,-0.8305704217811674
24417,SumIPS-Linear,sw,883,4096,0.5,2,-0.40072000281672554
24418,OLS,sw,883,4096,0.5,2,-0.22267781257515992
24419,Graph-Agnostic,sw,883,4096,0.5,2,-0.02154259291332657
24420,diff_means_frac,sw,884,4096,0.5,2,-0.6864965748325905
24421,diff_means,sw,884,4096,0.5,2,-0.8485545705555423
24422,SumIPS-Linear,sw,884,4096,0.5,2,0.36433020585432724
24423,OLS,sw,884,4096,0.5,2,-0.2204401764143266
24424,Graph-Agnostic,sw,884,4096,0.5,2,0.014559517213752763
24425,diff_means_frac,sw,885,4096,0.5,2,-0.6943650624880318
24426,diff_means,sw,885,4096,0.5,2,-0.8458719911753939
24427,SumIPS-Linear,sw,885,4096,0.5,2,-0.234283485999655
24428,OLS,sw,885,4096,0.5,2,-0.3148435540358846
24429,Graph-Agnostic,sw,885,4096,0.5,2,-0.0036523772037635473
24430,diff_means_frac,sw,886,4096,0.5,2,-0.6823847873541165
24431,diff_means,sw,886,4096,0.5,2,-0.817893784081578
24432,SumIPS-Linear,sw,886,4096,0.5,2,-0.05525262396504865
24433,OLS,sw,886,4096,0.5,2,-0.15900523767770225
24434,Graph-Agnostic,sw,886,4096,0.5,2,-0.008740619637211683
24435,diff_means_frac,sw,887,4096,0.5,2,-0.7174159120047298
24436,diff_means,sw,887,4096,0.5,2,-0.8322233376921029
24437,SumIPS-Linear,sw,887,4096,0.5,2,-0.6159152353827831
24438,OLS,sw,887,4096,0.5,2,-0.25980102176739406
24439,Graph-Agnostic,sw,887,4096,0.5,2,-0.020320337610024844
24440,diff_means_frac,sw,888,4096,0.5,2,-0.7146543659751625
24441,diff_means,sw,888,4096,0.5,2,-0.8239061897068299
24442,SumIPS-Linear,sw,888,4096,0.5,2,-0.5424360707228972
24443,OLS,sw,888,4096,0.5,2,-0.26057539932061546
24444,Graph-Agnostic,sw,888,4096,0.5,2,-0.01934066483607098
24445,diff_means_frac,sw,889,4096,0.5,2,-0.6974662128895297
24446,diff_means,sw,889,4096,0.5,2,-0.8499222900560188
24447,SumIPS-Linear,sw,889,4096,0.5,2,0.10498034954691542
24448,OLS,sw,889,4096,0.5,2,-0.22034795161507167
24449,Graph-Agnostic,sw,889,4096,0.5,2,-0.007967846122909147
24450,diff_means_frac,sw,890,4096,0.5,2,-0.6512525687052906
24451,diff_means,sw,890,4096,0.5,2,-0.8121561770856836
24452,SumIPS-Linear,sw,890,4096,0.5,2,0.20868362913092753
24453,OLS,sw,890,4096,0.5,2,-0.24310431652190728
24454,Graph-Agnostic,sw,890,4096,0.5,2,0.03364092391312135
24455,diff_means_frac,sw,891,4096,0.5,2,-0.7294677025481532
24456,diff_means,sw,891,4096,0.5,2,-0.8484052263559823
24457,SumIPS-Linear,sw,891,4096,0.5,2,0.0748791845236767
24458,OLS,sw,891,4096,0.5,2,-0.2109162653771951
24459,Graph-Agnostic,sw,891,4096,0.5,2,0.023352251085222698
24460,diff_means_frac,sw,892,4096,0.5,2,-0.7378823049282857
24461,diff_means,sw,892,4096,0.5,2,-0.8467381243937343
24462,SumIPS-Linear,sw,892,4096,0.5,2,-0.030663711007111703
24463,OLS,sw,892,4096,0.5,2,-0.26355916334296653
24464,Graph-Agnostic,sw,892,4096,0.5,2,0.02242209390219671
24465,diff_means_frac,sw,893,4096,0.5,2,-0.7175683454467605
24466,diff_means,sw,893,4096,0.5,2,-0.8306361032378329
24467,SumIPS-Linear,sw,893,4096,0.5,2,-0.4727020737527076
24468,OLS,sw,893,4096,0.5,2,-0.2694506697774204
24469,Graph-Agnostic,sw,893,4096,0.5,2,-0.0021531064736583024
24470,diff_means_frac,sw,894,4096,0.5,2,-0.7328201287945136
24471,diff_means,sw,894,4096,0.5,2,-0.8550663386574998
24472,SumIPS-Linear,sw,894,4096,0.5,2,-0.15657151484141277
24473,OLS,sw,894,4096,0.5,2,-0.1944672186455936
24474,Graph-Agnostic,sw,894,4096,0.5,2,-0.012781859743366892
24475,diff_means_frac,sw,895,4096,0.5,2,-0.6711966731547162
24476,diff_means,sw,895,4096,0.5,2,-0.8317164747617063
24477,SumIPS-Linear,sw,895,4096,0.5,2,0.3481440646769944
24478,OLS,sw,895,4096,0.5,2,-0.2494240701479359
24479,Graph-Agnostic,sw,895,4096,0.5,2,0.03714160532142642
24480,diff_means_frac,sw,896,4096,0.5,2,-0.6913895468652111
24481,diff_means,sw,896,4096,0.5,2,-0.8485219603390511
24482,SumIPS-Linear,sw,896,4096,0.5,2,-0.2724162591642132
24483,OLS,sw,896,4096,0.5,2,-0.22101748487717127
24484,Graph-Agnostic,sw,896,4096,0.5,2,-0.008393613125433332
24485,diff_means_frac,sw,897,4096,0.5,2,-0.6816536657143929
24486,diff_means,sw,897,4096,0.5,2,-0.8201663990052415
24487,SumIPS-Linear,sw,897,4096,0.5,2,0.12848544105629575
24488,OLS,sw,897,4096,0.5,2,-0.23866434555988458
24489,Graph-Agnostic,sw,897,4096,0.5,2,0.014277447799039729
24490,diff_means_frac,sw,898,4096,0.5,2,-0.6647894758733026
24491,diff_means,sw,898,4096,0.5,2,-0.8372014621731234
24492,SumIPS-Linear,sw,898,4096,0.5,2,0.44981017446121535
24493,OLS,sw,898,4096,0.5,2,-0.2434268004152966
24494,Graph-Agnostic,sw,898,4096,0.5,2,0.026645695958327772
24495,diff_means_frac,sw,899,4096,0.5,2,-0.700109934180823
24496,diff_means,sw,899,4096,0.5,2,-0.8126553313315825
24497,SumIPS-Linear,sw,899,4096,0.5,2,-0.0839431510092042
24498,OLS,sw,899,4096,0.5,2,-0.26774754532298006
24499,Graph-Agnostic,sw,899,4096,0.5,2,-0.005761845577357292
24500,diff_means_frac,sw,900,4096,0.5,2,-0.7476955875493192
24501,diff_means,sw,900,4096,0.5,2,-0.847451595332865
24502,SumIPS-Linear,sw,900,4096,0.5,2,-0.5595919064140772
24503,OLS,sw,900,4096,0.5,2,-0.3206588355160559
24504,Graph-Agnostic,sw,900,4096,0.5,2,-0.0235187310385446
24505,diff_means_frac,sw,901,4096,0.5,2,-0.6740893455825353
24506,diff_means,sw,901,4096,0.5,2,-0.85443615794276
24507,SumIPS-Linear,sw,901,4096,0.5,2,-0.5547529272137283
24508,OLS,sw,901,4096,0.5,2,-0.2643227928601423
24509,Graph-Agnostic,sw,901,4096,0.5,2,-0.01498655027573409
24510,diff_means_frac,sw,902,4096,0.5,2,-0.7160923470314721
24511,diff_means,sw,902,4096,0.5,2,-0.8478461036594032
24512,SumIPS-Linear,sw,902,4096,0.5,2,-0.1901355062626392
24513,OLS,sw,902,4096,0.5,2,-0.2717129721583132
24514,Graph-Agnostic,sw,902,4096,0.5,2,-0.005371686705458175
24515,diff_means_frac,sw,903,4096,0.5,2,-0.6714285630401078
24516,diff_means,sw,903,4096,0.5,2,-0.8134989728390286
24517,SumIPS-Linear,sw,903,4096,0.5,2,0.4295168672173624
24518,OLS,sw,903,4096,0.5,2,-0.25086237066391087
24519,Graph-Agnostic,sw,903,4096,0.5,2,0.035634271385907766
24520,diff_means_frac,sw,904,4096,0.5,2,-0.6766509573119788
24521,diff_means,sw,904,4096,0.5,2,-0.8436308713424626
24522,SumIPS-Linear,sw,904,4096,0.5,2,-0.3310140243968698
24523,OLS,sw,904,4096,0.5,2,-0.30340089962906436
24524,Graph-Agnostic,sw,904,4096,0.5,2,-0.011751833391230258
24525,diff_means_frac,sw,905,4096,0.5,2,-0.7290302027417368
24526,diff_means,sw,905,4096,0.5,2,-0.8574373088847075
24527,SumIPS-Linear,sw,905,4096,0.5,2,-0.20643566597239255
24528,OLS,sw,905,4096,0.5,2,-0.2856323448942537
24529,Graph-Agnostic,sw,905,4096,0.5,2,-0.005379900403859619
24530,diff_means_frac,sw,906,4096,0.5,2,-0.722831834085417
24531,diff_means,sw,906,4096,0.5,2,-0.8519345932705563
24532,SumIPS-Linear,sw,906,4096,0.5,2,-0.6166278109077149
24533,OLS,sw,906,4096,0.5,2,-0.25366227608224595
24534,Graph-Agnostic,sw,906,4096,0.5,2,-0.023665553215945087
24535,diff_means_frac,sw,907,4096,0.5,2,-0.7175110563253416
24536,diff_means,sw,907,4096,0.5,2,-0.8704484562545127
24537,SumIPS-Linear,sw,907,4096,0.5,2,0.2183494308378168
24538,OLS,sw,907,4096,0.5,2,-0.27557663387810233
24539,Graph-Agnostic,sw,907,4096,0.5,2,0.013694880698491075
24540,diff_means_frac,sw,908,4096,0.5,2,-0.6962756860603899
24541,diff_means,sw,908,4096,0.5,2,-0.8575076533116416
24542,SumIPS-Linear,sw,908,4096,0.5,2,-0.708478519567939
24543,OLS,sw,908,4096,0.5,2,-0.20890825812710864
24544,Graph-Agnostic,sw,908,4096,0.5,2,-0.05082295130553276
24545,diff_means_frac,sw,909,4096,0.5,2,-0.7010920758849293
24546,diff_means,sw,909,4096,0.5,2,-0.82921169216857
24547,SumIPS-Linear,sw,909,4096,0.5,2,-0.2789336804384803
24548,OLS,sw,909,4096,0.5,2,-0.2648098181063353
24549,Graph-Agnostic,sw,909,4096,0.5,2,-0.026101639814723254
24550,diff_means_frac,sw,910,4096,0.5,2,-0.6867832647055985
24551,diff_means,sw,910,4096,0.5,2,-0.8350215226833478
24552,SumIPS-Linear,sw,910,4096,0.5,2,0.20455448535892914
24553,OLS,sw,910,4096,0.5,2,-0.29280793252292947
24554,Graph-Agnostic,sw,910,4096,0.5,2,0.019987045735359484
24555,diff_means_frac,sw,911,4096,0.5,2,-0.7485172843160409
24556,diff_means,sw,911,4096,0.5,2,-0.8192167194771786
24557,SumIPS-Linear,sw,911,4096,0.5,2,0.13885169310278786
24558,OLS,sw,911,4096,0.5,2,-0.2394690694556363
24559,Graph-Agnostic,sw,911,4096,0.5,2,0.007446915665356402
24560,diff_means_frac,sw,912,4096,0.5,2,-0.7180891986330036
24561,diff_means,sw,912,4096,0.5,2,-0.8445109280897497
24562,SumIPS-Linear,sw,912,4096,0.5,2,-0.4265025285219304
24563,OLS,sw,912,4096,0.5,2,-0.21087727698832268
24564,Graph-Agnostic,sw,912,4096,0.5,2,-0.003615086147738108
24565,diff_means_frac,sw,913,4096,0.5,2,-0.7628398013960861
24566,diff_means,sw,913,4096,0.5,2,-0.8213277874606348
24567,SumIPS-Linear,sw,913,4096,0.5,2,-0.19038084411585846
24568,OLS,sw,913,4096,0.5,2,-0.2911953319261692
24569,Graph-Agnostic,sw,913,4096,0.5,2,-0.007314955190811466
24570,diff_means_frac,sw,914,4096,0.5,2,-0.6590556401172597
24571,diff_means,sw,914,4096,0.5,2,-0.857486474058078
24572,SumIPS-Linear,sw,914,4096,0.5,2,-0.18973377276220452
24573,OLS,sw,914,4096,0.5,2,-0.2335365288365769
24574,Graph-Agnostic,sw,914,4096,0.5,2,0.01133195367707922
24575,diff_means_frac,sw,915,4096,0.5,2,-0.7242725121727358
24576,diff_means,sw,915,4096,0.5,2,-0.8412531455083591
24577,SumIPS-Linear,sw,915,4096,0.5,2,-0.08133203137316879
24578,OLS,sw,915,4096,0.5,2,-0.2270187238120185
24579,Graph-Agnostic,sw,915,4096,0.5,2,-0.013178930297893675
24580,diff_means_frac,sw,916,4096,0.5,2,-0.6926284390972777
24581,diff_means,sw,916,4096,0.5,2,-0.8411306693680043
24582,SumIPS-Linear,sw,916,4096,0.5,2,0.1545530279389904
24583,OLS,sw,916,4096,0.5,2,-0.2390328784524494
24584,Graph-Agnostic,sw,916,4096,0.5,2,0.006050757709449931
24585,diff_means_frac,sw,917,4096,0.5,2,-0.7422473909641891
24586,diff_means,sw,917,4096,0.5,2,-0.8754634913820599
24587,SumIPS-Linear,sw,917,4096,0.5,2,-0.31725725909420693
24588,OLS,sw,917,4096,0.5,2,-0.29184480612739927
24589,Graph-Agnostic,sw,917,4096,0.5,2,-0.00878383753092695
24590,diff_means_frac,sw,918,4096,0.5,2,-0.695589862424521
24591,diff_means,sw,918,4096,0.5,2,-0.8290570490190527
24592,SumIPS-Linear,sw,918,4096,0.5,2,-0.42456944781041306
24593,OLS,sw,918,4096,0.5,2,-0.31669295229363453
24594,Graph-Agnostic,sw,918,4096,0.5,2,-0.001672769765378697
24595,diff_means_frac,sw,919,4096,0.5,2,-0.7118598703099625
24596,diff_means,sw,919,4096,0.5,2,-0.8683271206318481
24597,SumIPS-Linear,sw,919,4096,0.5,2,-0.51663526476026
24598,OLS,sw,919,4096,0.5,2,-0.2952897252416126
24599,Graph-Agnostic,sw,919,4096,0.5,2,0.009887139109372787
24600,diff_means_frac,sw,920,4096,0.5,2,-0.6571757413208558
24601,diff_means,sw,920,4096,0.5,2,-0.8243444251460154
24602,SumIPS-Linear,sw,920,4096,0.5,2,-0.14136438176684754
24603,OLS,sw,920,4096,0.5,2,-0.1939410862634393
24604,Graph-Agnostic,sw,920,4096,0.5,2,-0.005738310111233677
24605,diff_means_frac,sw,921,4096,0.5,2,-0.7287569833308974
24606,diff_means,sw,921,4096,0.5,2,-0.831474614594389
24607,SumIPS-Linear,sw,921,4096,0.5,2,-0.4118778135704928
24608,OLS,sw,921,4096,0.5,2,-0.2739067118837989
24609,Graph-Agnostic,sw,921,4096,0.5,2,-0.01321685846982755
24610,diff_means_frac,sw,922,4096,0.5,2,-0.6763476139428563
24611,diff_means,sw,922,4096,0.5,2,-0.8422681910073939
24612,SumIPS-Linear,sw,922,4096,0.5,2,-0.7849717144046237
24613,OLS,sw,922,4096,0.5,2,-0.24255530665686492
24614,Graph-Agnostic,sw,922,4096,0.5,2,-0.010527272348867089
24615,diff_means_frac,sw,923,4096,0.5,2,-0.6916221767756963
24616,diff_means,sw,923,4096,0.5,2,-0.8437940621232388
24617,SumIPS-Linear,sw,923,4096,0.5,2,0.31343790866708027
24618,OLS,sw,923,4096,0.5,2,-0.23230349042612328
24619,Graph-Agnostic,sw,923,4096,0.5,2,0.022820798644106483
24620,diff_means_frac,sw,924,4096,0.5,2,-0.7162862594480706
24621,diff_means,sw,924,4096,0.5,2,-0.8289892558708432
24622,SumIPS-Linear,sw,924,4096,0.5,2,0.4093441047442553
24623,OLS,sw,924,4096,0.5,2,-0.26735140551584463
24624,Graph-Agnostic,sw,924,4096,0.5,2,0.03299176493613918
24625,diff_means_frac,sw,925,4096,0.5,2,-0.6762371961864762
24626,diff_means,sw,925,4096,0.5,2,-0.8546458875653778
24627,SumIPS-Linear,sw,925,4096,0.5,2,0.005113329881124636
24628,OLS,sw,925,4096,0.5,2,-0.19607820388808367
24629,Graph-Agnostic,sw,925,4096,0.5,2,0.013008708145397549
24630,diff_means_frac,sw,926,4096,0.5,2,-0.7025688373357153
24631,diff_means,sw,926,4096,0.5,2,-0.8537920251333828
24632,SumIPS-Linear,sw,926,4096,0.5,2,0.2585023010525699
24633,OLS,sw,926,4096,0.5,2,-0.19949258531264594
24634,Graph-Agnostic,sw,926,4096,0.5,2,0.002442897409824969
24635,diff_means_frac,sw,927,4096,0.5,2,-0.7180812991121392
24636,diff_means,sw,927,4096,0.5,2,-0.8432796621059397
24637,SumIPS-Linear,sw,927,4096,0.5,2,-0.1049908351236406
24638,OLS,sw,927,4096,0.5,2,-0.2715833992426291
24639,Graph-Agnostic,sw,927,4096,0.5,2,0.0055653502180789145
24640,diff_means_frac,sw,928,4096,0.5,2,-0.7148599572117295
24641,diff_means,sw,928,4096,0.5,2,-0.8448115932464478
24642,SumIPS-Linear,sw,928,4096,0.5,2,-0.4023399289248623
24643,OLS,sw,928,4096,0.5,2,-0.27125778865920885
24644,Graph-Agnostic,sw,928,4096,0.5,2,-0.0025214292069826293
24645,diff_means_frac,sw,929,4096,0.5,2,-0.7746588606452446
24646,diff_means,sw,929,4096,0.5,2,-0.833649171061317
24647,SumIPS-Linear,sw,929,4096,0.5,2,-0.05063585018063619
24648,OLS,sw,929,4096,0.5,2,-0.3337990461011001
24649,Graph-Agnostic,sw,929,4096,0.5,2,0.012994473125687645
24650,diff_means_frac,sw,930,4096,0.5,2,-0.6556740815496056
24651,diff_means,sw,930,4096,0.5,2,-0.830634371515333
24652,SumIPS-Linear,sw,930,4096,0.5,2,-0.8148282531942267
24653,OLS,sw,930,4096,0.5,2,-0.19005519505170568
24654,Graph-Agnostic,sw,930,4096,0.5,2,-0.03507512777597176
24655,diff_means_frac,sw,931,4096,0.5,2,-0.6506746394717552
24656,diff_means,sw,931,4096,0.5,2,-0.8396936703549399
24657,SumIPS-Linear,sw,931,4096,0.5,2,-0.07308848295365532
24658,OLS,sw,931,4096,0.5,2,-0.19380450590925577
24659,Graph-Agnostic,sw,931,4096,0.5,2,0.016126967841099942
24660,diff_means_frac,sw,932,4096,0.5,2,-0.7414180231030981
24661,diff_means,sw,932,4096,0.5,2,-0.8523687049043873
24662,SumIPS-Linear,sw,932,4096,0.5,2,-0.1084763134195955
24663,OLS,sw,932,4096,0.5,2,-0.26347564388700506
24664,Graph-Agnostic,sw,932,4096,0.5,2,-0.00013314455515270828
24665,diff_means_frac,sw,933,4096,0.5,2,-0.7378296356189541
24666,diff_means,sw,933,4096,0.5,2,-0.8515784286090655
24667,SumIPS-Linear,sw,933,4096,0.5,2,-0.9564991658473476
24668,OLS,sw,933,4096,0.5,2,-0.22710144017334286
24669,Graph-Agnostic,sw,933,4096,0.5,2,-0.047674609179278404
24670,diff_means_frac,sw,934,4096,0.5,2,-0.6668476227515577
24671,diff_means,sw,934,4096,0.5,2,-0.788767478244404
24672,SumIPS-Linear,sw,934,4096,0.5,2,0.5179916228592785
24673,OLS,sw,934,4096,0.5,2,-0.27981608861869606
24674,Graph-Agnostic,sw,934,4096,0.5,2,0.023984238313870428
24675,diff_means_frac,sw,935,4096,0.5,2,-0.67286798726218
24676,diff_means,sw,935,4096,0.5,2,-0.8580217098952531
24677,SumIPS-Linear,sw,935,4096,0.5,2,-0.06767494182622691
24678,OLS,sw,935,4096,0.5,2,-0.294089909597596
24679,Graph-Agnostic,sw,935,4096,0.5,2,0.003906064254570316
24680,diff_means_frac,sw,936,4096,0.5,2,-0.7136018566407214
24681,diff_means,sw,936,4096,0.5,2,-0.8623050155163423
24682,SumIPS-Linear,sw,936,4096,0.5,2,-0.6139227399842427
24683,OLS,sw,936,4096,0.5,2,-0.34008341399218417
24684,Graph-Agnostic,sw,936,4096,0.5,2,-0.017051898850865835
24685,diff_means_frac,sw,937,4096,0.5,2,-0.7389234873457913
24686,diff_means,sw,937,4096,0.5,2,-0.8461327296451618
24687,SumIPS-Linear,sw,937,4096,0.5,2,-0.6379140928274882
24688,OLS,sw,937,4096,0.5,2,-0.2671911578644098
24689,Graph-Agnostic,sw,937,4096,0.5,2,-0.012093206190395944
24690,diff_means_frac,sw,938,4096,0.5,2,-0.7217132197192276
24691,diff_means,sw,938,4096,0.5,2,-0.8223729016437854
24692,SumIPS-Linear,sw,938,4096,0.5,2,-0.7867043821065135
24693,OLS,sw,938,4096,0.5,2,-0.2611357675133835
24694,Graph-Agnostic,sw,938,4096,0.5,2,-0.03659131299656282
24695,diff_means_frac,sw,939,4096,0.5,2,-0.6904411290231276
24696,diff_means,sw,939,4096,0.5,2,-0.8246928403577566
24697,SumIPS-Linear,sw,939,4096,0.5,2,-0.47382856260910416
24698,OLS,sw,939,4096,0.5,2,-0.23043093026631628
24699,Graph-Agnostic,sw,939,4096,0.5,2,-0.0377564732221865
24700,diff_means_frac,sw,940,4096,0.5,2,-0.6692068774305463
24701,diff_means,sw,940,4096,0.5,2,-0.8473285572071081
24702,SumIPS-Linear,sw,940,4096,0.5,2,0.5039771157007406
24703,OLS,sw,940,4096,0.5,2,-0.263951271272928
24704,Graph-Agnostic,sw,940,4096,0.5,2,0.03241186001680952
24705,diff_means_frac,sw,941,4096,0.5,2,-0.6916097904412168
24706,diff_means,sw,941,4096,0.5,2,-0.8489151007485438
24707,SumIPS-Linear,sw,941,4096,0.5,2,-0.03892485517341368
24708,OLS,sw,941,4096,0.5,2,-0.3213422699411323
24709,Graph-Agnostic,sw,941,4096,0.5,2,0.012578209556213117
24710,diff_means_frac,sw,942,4096,0.5,2,-0.674452311014376
24711,diff_means,sw,942,4096,0.5,2,-0.8494429185634452
24712,SumIPS-Linear,sw,942,4096,0.5,2,0.09388640866681418
24713,OLS,sw,942,4096,0.5,2,-0.2097524126074323
24714,Graph-Agnostic,sw,942,4096,0.5,2,0.024175159145033397
24715,diff_means_frac,sw,943,4096,0.5,2,-0.7250255466588498
24716,diff_means,sw,943,4096,0.5,2,-0.8713427980932863
24717,SumIPS-Linear,sw,943,4096,0.5,2,-0.20782161690300072
24718,OLS,sw,943,4096,0.5,2,-0.3380637689802117
24719,Graph-Agnostic,sw,943,4096,0.5,2,-0.0032491829057987565
24720,diff_means_frac,sw,944,4096,0.5,2,-0.6904247043991453
24721,diff_means,sw,944,4096,0.5,2,-0.8479418974126858
24722,SumIPS-Linear,sw,944,4096,0.5,2,-0.4788462029343535
24723,OLS,sw,944,4096,0.5,2,-0.3352426636304338
24724,Graph-Agnostic,sw,944,4096,0.5,2,-0.013457742803083966
24725,diff_means_frac,sw,945,4096,0.5,2,-0.680715144956587
24726,diff_means,sw,945,4096,0.5,2,-0.8417583587305787
24727,SumIPS-Linear,sw,945,4096,0.5,2,-0.3032813356354108
24728,OLS,sw,945,4096,0.5,2,-0.184678250394897
24729,Graph-Agnostic,sw,945,4096,0.5,2,-0.00862330884537324
24730,diff_means_frac,sw,946,4096,0.5,2,-0.6714457822257857
24731,diff_means,sw,946,4096,0.5,2,-0.8642500813190975
24732,SumIPS-Linear,sw,946,4096,0.5,2,-0.6731288806562166
24733,OLS,sw,946,4096,0.5,2,-0.2948963678771614
24734,Graph-Agnostic,sw,946,4096,0.5,2,-0.023826549510192092
24735,diff_means_frac,sw,947,4096,0.5,2,-0.6369882726025572
24736,diff_means,sw,947,4096,0.5,2,-0.838473112782515
24737,SumIPS-Linear,sw,947,4096,0.5,2,0.037121050941941965
24738,OLS,sw,947,4096,0.5,2,-0.25330674777385237
24739,Graph-Agnostic,sw,947,4096,0.5,2,0.03544200601733829
24740,diff_means_frac,sw,948,4096,0.5,2,-0.6947534692668644
24741,diff_means,sw,948,4096,0.5,2,-0.8132402156734855
24742,SumIPS-Linear,sw,948,4096,0.5,2,0.08140140097610189
24743,OLS,sw,948,4096,0.5,2,-0.3007921992205306
24744,Graph-Agnostic,sw,948,4096,0.5,2,0.011967334061288713
24745,diff_means_frac,sw,949,4096,0.5,2,-0.6951523101771832
24746,diff_means,sw,949,4096,0.5,2,-0.8499224268277088
24747,SumIPS-Linear,sw,949,4096,0.5,2,0.22044698269258595
24748,OLS,sw,949,4096,0.5,2,-0.20956711688760155
24749,Graph-Agnostic,sw,949,4096,0.5,2,0.025323637869964055
24750,diff_means_frac,sw,950,4096,0.5,2,-0.7149869566325981
24751,diff_means,sw,950,4096,0.5,2,-0.8536106163066673
24752,SumIPS-Linear,sw,950,4096,0.5,2,-0.5397648201669191
24753,OLS,sw,950,4096,0.5,2,-0.3009937485523992
24754,Graph-Agnostic,sw,950,4096,0.5,2,-0.01984282480979229
24755,diff_means_frac,sw,951,4096,0.5,2,-0.6541823700697053
24756,diff_means,sw,951,4096,0.5,2,-0.8637660796133901
24757,SumIPS-Linear,sw,951,4096,0.5,2,-0.09066450244399336
24758,OLS,sw,951,4096,0.5,2,-0.25568887149714
24759,Graph-Agnostic,sw,951,4096,0.5,2,0.004350461997361526
24760,diff_means_frac,sw,952,4096,0.5,2,-0.7218118939827068
24761,diff_means,sw,952,4096,0.5,2,-0.8403574968545481
24762,SumIPS-Linear,sw,952,4096,0.5,2,-0.08539632042827332
24763,OLS,sw,952,4096,0.5,2,-0.26865778958813813
24764,Graph-Agnostic,sw,952,4096,0.5,2,0.00968256042691186
24765,diff_means_frac,sw,953,4096,0.5,2,-0.6905390715236743
24766,diff_means,sw,953,4096,0.5,2,-0.8446505199774986
24767,SumIPS-Linear,sw,953,4096,0.5,2,-0.37789293411890895
24768,OLS,sw,953,4096,0.5,2,-0.2766800456287754
24769,Graph-Agnostic,sw,953,4096,0.5,2,-0.0166426006369553
24770,diff_means_frac,sw,954,4096,0.5,2,-0.665560319344985
24771,diff_means,sw,954,4096,0.5,2,-0.8652116131629287
24772,SumIPS-Linear,sw,954,4096,0.5,2,0.09740588236399565
24773,OLS,sw,954,4096,0.5,2,-0.27535510512200934
24774,Graph-Agnostic,sw,954,4096,0.5,2,0.021201452250682807
24775,diff_means_frac,sw,955,4096,0.5,2,-0.75743849626382
24776,diff_means,sw,955,4096,0.5,2,-0.8400231117849871
24777,SumIPS-Linear,sw,955,4096,0.5,2,-0.41203166368865357
24778,OLS,sw,955,4096,0.5,2,-0.25009538990324104
24779,Graph-Agnostic,sw,955,4096,0.5,2,-0.011114393081164577
