,Estimator,rep,n,p,ratio,Bias
1023,Graph-Aware,46,2000,0.05,1.3333333333333333,-0.09809554267013701
1024,Graph-Agnostic-VR,46,2000,0.05,1.3333333333333333,0.03361656186348815
1025,OLS-Prop,46,2000,0.05,1.3333333333333333,-0.2706430800370364
1026,OLS-Num,46,2000,0.05,1.3333333333333333,0.15142330848043548
1027,Diff-Means-Stnd,46,2000,0.05,1.3333333333333333,-0.5809220915537969
1028,Diff-Means-Frac,46,2000,0.05,1.3333333333333333,-0.7272166756848087
1029,Graph-Agnostic,47,2000,0.05,1.3333333333333333,-0.07007044100306736
1030,Graph-Aware,47,2000,0.05,1.3333333333333333,-0.09688334242057299
1031,Graph-Agnostic-VR,47,2000,0.05,1.3333333333333333,-0.04130973299285299
1032,OLS-Prop,47,2000,0.05,1.3333333333333333,-0.31162793065954036
1033,OLS-Num,47,2000,0.05,1.3333333333333333,0.09325549312309986
1034,Diff-Means-Stnd,47,2000,0.05,1.3333333333333333,-0.6029122092596473
1035,Diff-Means-Frac,47,2000,0.05,1.3333333333333333,-0.7417860576746317
1036,Graph-Agnostic,48,2000,0.05,1.3333333333333333,-0.08200650674563835
1037,Graph-Aware,48,2000,0.05,1.3333333333333333,-0.048703127943069115
1038,Graph-Agnostic-VR,48,2000,0.05,1.3333333333333333,0.043174424152683674
1039,OLS-Prop,48,2000,0.05,1.3333333333333333,-0.2428416213170834
1040,OLS-Num,48,2000,0.05,1.3333333333333333,0.09364741744938296
1041,Diff-Means-Stnd,48,2000,0.05,1.3333333333333333,-0.5504042725503685
1042,Diff-Means-Frac,48,2000,0.05,1.3333333333333333,-0.7152448432904892
1043,Graph-Agnostic,49,2000,0.05,1.3333333333333333,-0.18253402751036318
1044,Graph-Aware,49,2000,0.05,1.3333333333333333,-0.1492674220552177
1045,Graph-Agnostic-VR,49,2000,0.05,1.3333333333333333,-0.015101237964293
1046,OLS-Prop,49,2000,0.05,1.3333333333333333,-0.2783298980721819
1047,OLS-Num,49,2000,0.05,1.3333333333333333,-0.0232658276650024
1048,Diff-Means-Stnd,49,2000,0.05,1.3333333333333333,-0.5801818777368914
1049,Diff-Means-Frac,49,2000,0.05,1.3333333333333333,-0.7168050009098758
1050,Graph-Agnostic,0,4000,0.05,1.3333333333333333,-0.11076129696530078
1051,Graph-Aware,0,4000,0.05,1.3333333333333333,-0.07192457625919489
1052,Graph-Agnostic-VR,0,4000,0.05,1.3333333333333333,-0.011956996628112039
1053,OLS-Prop,0,4000,0.05,1.3333333333333333,-0.28879567129118716
1054,OLS-Num,0,4000,0.05,1.3333333333333333,0.10473097115080265
1055,Diff-Means-Stnd,0,4000,0.05,1.3333333333333333,-0.6044195226197291
1056,Diff-Means-Frac,0,4000,0.05,1.3333333333333333,-0.7315292206791835
1057,Graph-Agnostic,1,4000,0.05,1.3333333333333333,-0.06874167070158803
1058,Graph-Aware,1,4000,0.05,1.3333333333333333,-0.06519944207792568
1059,Graph-Agnostic-VR,1,4000,0.05,1.3333333333333333,-0.06874167070158803
1060,OLS-Prop,1,4000,0.05,1.3333333333333333,-0.32177205527043207
1061,OLS-Num,1,4000,0.05,1.3333333333333333,0.07868937394860007
1062,Diff-Means-Stnd,1,4000,0.05,1.3333333333333333,-0.6006436795749459
1063,Diff-Means-Frac,1,4000,0.05,1.3333333333333333,-0.7373384767391521
1064,Graph-Agnostic,2,4000,0.05,1.3333333333333333,-0.05219511119602224
1065,Graph-Aware,2,4000,0.05,1.3333333333333333,-0.06856532891089687
1066,Graph-Agnostic-VR,2,4000,0.05,1.3333333333333333,-0.02789242173951004
1067,OLS-Prop,2,4000,0.05,1.3333333333333333,-0.2916000682901118
1068,OLS-Num,2,4000,0.05,1.3333333333333333,0.2309840132393159
1069,Diff-Means-Stnd,2,4000,0.05,1.3333333333333333,-0.5634008430158427
1070,Diff-Means-Frac,2,4000,0.05,1.3333333333333333,-0.7155383237409854
1071,Graph-Agnostic,3,4000,0.05,1.3333333333333333,0.06384829408114699
1072,Graph-Aware,3,4000,0.05,1.3333333333333333,0.05347586799359069
1073,Graph-Agnostic-VR,3,4000,0.05,1.3333333333333333,-0.01949465983304435
1074,OLS-Prop,3,4000,0.05,1.3333333333333333,-0.2859685237333513
1075,OLS-Num,3,4000,0.05,1.3333333333333333,0.2189194651288296
1076,Diff-Means-Stnd,3,4000,0.05,1.3333333333333333,-0.5905438449520003
1077,Diff-Means-Frac,3,4000,0.05,1.3333333333333333,-0.7219781817016586
1078,Graph-Agnostic,4,4000,0.05,1.3333333333333333,0.048510115054151225
1079,Graph-Aware,4,4000,0.05,1.3333333333333333,0.030462889588962077
1080,Graph-Agnostic-VR,4,4000,0.05,1.3333333333333333,0.06447727416665096
1081,OLS-Prop,4,4000,0.05,1.3333333333333333,-0.16281445564700853
1082,OLS-Num,4,4000,0.05,1.3333333333333333,0.3390614697662449
1083,Diff-Means-Stnd,4,4000,0.05,1.3333333333333333,-0.5159575247710231
1084,Diff-Means-Frac,4,4000,0.05,1.3333333333333333,-0.6784235477726193
1085,Graph-Agnostic,5,4000,0.05,1.3333333333333333,-0.09003465353336985
1086,Graph-Aware,5,4000,0.05,1.3333333333333333,-0.0663899008864002
1087,Graph-Agnostic-VR,5,4000,0.05,1.3333333333333333,-0.031951759078053144
1088,OLS-Prop,5,4000,0.05,1.3333333333333333,-0.27935570182103653
1089,OLS-Num,5,4000,0.05,1.3333333333333333,0.12822216890651522
1090,Diff-Means-Stnd,5,4000,0.05,1.3333333333333333,-0.57785989644867
1091,Diff-Means-Frac,5,4000,0.05,1.3333333333333333,-0.7311117892843358
1092,Graph-Agnostic,6,4000,0.05,1.3333333333333333,0.06080236779989412
1093,Graph-Aware,6,4000,0.05,1.3333333333333333,0.05157207418440521
1094,Graph-Agnostic-VR,6,4000,0.05,1.3333333333333333,0.010287969333232411
1095,OLS-Prop,6,4000,0.05,1.3333333333333333,-0.2953183554071831
1096,OLS-Num,6,4000,0.05,1.3333333333333333,0.27743584264859017
1097,Diff-Means-Stnd,6,4000,0.05,1.3333333333333333,-0.5926840339581464
1098,Diff-Means-Frac,6,4000,0.05,1.3333333333333333,-0.7331083468848346
1099,Graph-Agnostic,7,4000,0.05,1.3333333333333333,-0.03799468607990348
1100,Graph-Aware,7,4000,0.05,1.3333333333333333,-0.015037960858739144
1101,Graph-Agnostic-VR,7,4000,0.05,1.3333333333333333,-0.018361924571330065
1102,OLS-Prop,7,4000,0.05,1.3333333333333333,-0.25508128086854975
1103,OLS-Num,7,4000,0.05,1.3333333333333333,0.20970518151151935
1104,Diff-Means-Stnd,7,4000,0.05,1.3333333333333333,-0.5584059295505712
1105,Diff-Means-Frac,7,4000,0.05,1.3333333333333333,-0.7144435793060031
1106,Graph-Agnostic,8,4000,0.05,1.3333333333333333,0.026898896212449595
1107,Graph-Aware,8,4000,0.05,1.3333333333333333,0.0015772967626697084
1108,Graph-Agnostic-VR,8,4000,0.05,1.3333333333333333,0.047856016543315935
1109,OLS-Prop,8,4000,0.05,1.3333333333333333,-0.23221757776217877
1110,OLS-Num,8,4000,0.05,1.3333333333333333,0.3401668443565216
1111,Diff-Means-Stnd,8,4000,0.05,1.3333333333333333,-0.5614243460260291
1112,Diff-Means-Frac,8,4000,0.05,1.3333333333333333,-0.70727269193168
1113,Graph-Agnostic,9,4000,0.05,1.3333333333333333,0.07140506521393128
1114,Graph-Aware,9,4000,0.05,1.3333333333333333,0.07299373511191573
1115,Graph-Agnostic-VR,9,4000,0.05,1.3333333333333333,0.02526800498940789
1116,OLS-Prop,9,4000,0.05,1.3333333333333333,-0.2444991201464839
1117,OLS-Num,9,4000,0.05,1.3333333333333333,0.17818293231894844
1118,Diff-Means-Stnd,9,4000,0.05,1.3333333333333333,-0.5550718821075291
1119,Diff-Means-Frac,9,4000,0.05,1.3333333333333333,-0.6985858707168248
1120,Graph-Agnostic,10,4000,0.05,1.3333333333333333,0.04646990573539577
1121,Graph-Aware,10,4000,0.05,1.3333333333333333,0.05926068296476273
1122,Graph-Agnostic-VR,10,4000,0.05,1.3333333333333333,0.04646990573539564
1123,OLS-Prop,10,4000,0.05,1.3333333333333333,-0.20472141851949655
1124,OLS-Num,10,4000,0.05,1.3333333333333333,0.26947350604099246
1125,Diff-Means-Stnd,10,4000,0.05,1.3333333333333333,-0.5088058261369067
1126,Diff-Means-Frac,10,4000,0.05,1.3333333333333333,-0.7088413314161783
1127,Graph-Agnostic,11,4000,0.05,1.3333333333333333,0.010223780093978662
1128,Graph-Aware,11,4000,0.05,1.3333333333333333,0.010743074633593275
1129,Graph-Agnostic-VR,11,4000,0.05,1.3333333333333333,0.05231643759789443
1130,OLS-Prop,11,4000,0.05,1.3333333333333333,-0.2417323858017813
1131,OLS-Num,11,4000,0.05,1.3333333333333333,0.3695855107240891
1132,Diff-Means-Stnd,11,4000,0.05,1.3333333333333333,-0.5568187142542756
1133,Diff-Means-Frac,11,4000,0.05,1.3333333333333333,-0.7010726220002683
1134,Graph-Agnostic,12,4000,0.05,1.3333333333333333,-0.06160595427624586
1135,Graph-Aware,12,4000,0.05,1.3333333333333333,-0.05451970433835388
1136,Graph-Agnostic-VR,12,4000,0.05,1.3333333333333333,-0.00170846199600619
1137,OLS-Prop,12,4000,0.05,1.3333333333333333,-0.2883188903449255
1138,OLS-Num,12,4000,0.05,1.3333333333333333,0.2138597276311141
1139,Diff-Means-Stnd,12,4000,0.05,1.3333333333333333,-0.5918771147678363
1140,Diff-Means-Frac,12,4000,0.05,1.3333333333333333,-0.7204302244169353
1141,Graph-Agnostic,13,4000,0.05,1.3333333333333333,0.017113917230034935
1142,Graph-Aware,13,4000,0.05,1.3333333333333333,0.010746602500648504
1143,Graph-Agnostic-VR,13,4000,0.05,1.3333333333333333,-0.007693739287770794
1144,OLS-Prop,13,4000,0.05,1.3333333333333333,-0.25274308643709625
1145,OLS-Num,13,4000,0.05,1.3333333333333333,0.26172478279628664
1146,Diff-Means-Stnd,13,4000,0.05,1.3333333333333333,-0.5771616426087312
1147,Diff-Means-Frac,13,4000,0.05,1.3333333333333333,-0.7121446051577723
1148,Graph-Agnostic,14,4000,0.05,1.3333333333333333,0.006317305184309675
1149,Graph-Aware,14,4000,0.05,1.3333333333333333,-0.011504038332498774
1150,Graph-Agnostic-VR,14,4000,0.05,1.3333333333333333,-0.018227019332380856
1151,OLS-Prop,14,4000,0.05,1.3333333333333333,-0.2988149073034027
1152,OLS-Num,14,4000,0.05,1.3333333333333333,0.25494943847174906
1153,Diff-Means-Stnd,14,4000,0.05,1.3333333333333333,-0.5696310151210469
1154,Diff-Means-Frac,14,4000,0.05,1.3333333333333333,-0.7192358241263188
1155,Graph-Agnostic,15,4000,0.05,1.3333333333333333,-0.04717221947090583
1156,Graph-Aware,15,4000,0.05,1.3333333333333333,-0.0615446078077071
1157,Graph-Agnostic-VR,15,4000,0.05,1.3333333333333333,-0.027726754562148823
1158,OLS-Prop,15,4000,0.05,1.3333333333333333,-0.2662079490822512
1159,OLS-Num,15,4000,0.05,1.3333333333333333,0.2662124526082223
1160,Diff-Means-Stnd,15,4000,0.05,1.3333333333333333,-0.5545368000677579
1161,Diff-Means-Frac,15,4000,0.05,1.3333333333333333,-0.7195216300912888
1162,Graph-Agnostic,16,4000,0.05,1.3333333333333333,0.06300012409014459
1163,Graph-Aware,16,4000,0.05,1.3333333333333333,0.02114094658701985
1164,Graph-Agnostic-VR,16,4000,0.05,1.3333333333333333,-0.01574062584245864
1165,OLS-Prop,16,4000,0.05,1.3333333333333333,-0.2761389287951911
1166,OLS-Num,16,4000,0.05,1.3333333333333333,0.27341747797877813
1167,Diff-Means-Stnd,16,4000,0.05,1.3333333333333333,-0.5740297914041675
1168,Diff-Means-Frac,16,4000,0.05,1.3333333333333333,-0.7115868249683993
1169,Graph-Agnostic,17,4000,0.05,1.3333333333333333,-0.10287319762532972
1170,Graph-Aware,17,4000,0.05,1.3333333333333333,-0.08839000159634662
1171,Graph-Agnostic-VR,17,4000,0.05,1.3333333333333333,-0.035347524328311584
1172,OLS-Prop,17,4000,0.05,1.3333333333333333,-0.28638477335518253
1173,OLS-Num,17,4000,0.05,1.3333333333333333,0.15211202290549122
1174,Diff-Means-Stnd,17,4000,0.05,1.3333333333333333,-0.5594878300994902
1175,Diff-Means-Frac,17,4000,0.05,1.3333333333333333,-0.7302844886814883
1176,Graph-Agnostic,18,4000,0.05,1.3333333333333333,0.03803987591138933
1177,Graph-Aware,18,4000,0.05,1.3333333333333333,0.028703488370954343
1178,Graph-Agnostic-VR,18,4000,0.05,1.3333333333333333,0.01768615285430318
1179,OLS-Prop,18,4000,0.05,1.3333333333333333,-0.23825227238733637
1180,OLS-Num,18,4000,0.05,1.3333333333333333,0.26605117651881827
1181,Diff-Means-Stnd,18,4000,0.05,1.3333333333333333,-0.5388105681728073
1182,Diff-Means-Frac,18,4000,0.05,1.3333333333333333,-0.7009871431253005
1183,Graph-Agnostic,19,4000,0.05,1.3333333333333333,0.06270033723248399
1184,Graph-Aware,19,4000,0.05,1.3333333333333333,0.05454918167279689
1185,Graph-Agnostic-VR,19,4000,0.05,1.3333333333333333,0.012095559269032287
1186,OLS-Prop,19,4000,0.05,1.3333333333333333,-0.24648324816878636
1187,OLS-Num,19,4000,0.05,1.3333333333333333,0.25105854373039044
1188,Diff-Means-Stnd,19,4000,0.05,1.3333333333333333,-0.5704016377463853
1189,Diff-Means-Frac,19,4000,0.05,1.3333333333333333,-0.7062981751071623
1190,Graph-Agnostic,20,4000,0.05,1.3333333333333333,-0.0205142551580647
1191,Graph-Aware,20,4000,0.05,1.3333333333333333,-0.01296792248240981
1192,Graph-Agnostic-VR,20,4000,0.05,1.3333333333333333,-0.005598228586867685
1193,OLS-Prop,20,4000,0.05,1.3333333333333333,-0.28819790711911747
1194,OLS-Num,20,4000,0.05,1.3333333333333333,0.30541545176436335
1195,Diff-Means-Stnd,20,4000,0.05,1.3333333333333333,-0.5785785402317614
1196,Diff-Means-Frac,20,4000,0.05,1.3333333333333333,-0.716866677164334
1197,Graph-Agnostic,21,4000,0.05,1.3333333333333333,0.04688693888744688
1198,Graph-Aware,21,4000,0.05,1.3333333333333333,0.06442804198016237
1199,Graph-Agnostic-VR,21,4000,0.05,1.3333333333333333,0.0365217216707394
1200,OLS-Prop,21,4000,0.05,1.3333333333333333,-0.22690239584472163
1201,OLS-Num,21,4000,0.05,1.3333333333333333,0.15239240811095311
1202,Diff-Means-Stnd,21,4000,0.05,1.3333333333333333,-0.5647055716519989
1203,Diff-Means-Frac,21,4000,0.05,1.3333333333333333,-0.7048075562942419
1204,Graph-Agnostic,22,4000,0.05,1.3333333333333333,-0.12185183321354086
1205,Graph-Aware,22,4000,0.05,1.3333333333333333,-0.10879800269889152
1206,Graph-Agnostic-VR,22,4000,0.05,1.3333333333333333,-0.01882886392574398
1207,OLS-Prop,22,4000,0.05,1.3333333333333333,-0.2860196826405041
1208,OLS-Num,22,4000,0.05,1.3333333333333333,0.15629440141974568
1209,Diff-Means-Stnd,22,4000,0.05,1.3333333333333333,-0.5954084450936113
1210,Diff-Means-Frac,22,4000,0.05,1.3333333333333333,-0.7134086145218275
1211,Graph-Agnostic,23,4000,0.05,1.3333333333333333,0.07926760167252576
1212,Graph-Aware,23,4000,0.05,1.3333333333333333,0.04878018049440248
1213,Graph-Agnostic-VR,23,4000,0.05,1.3333333333333333,0.047832622983034805
1214,OLS-Prop,23,4000,0.05,1.3333333333333333,-0.24259432092327124
1215,OLS-Num,23,4000,0.05,1.3333333333333333,0.280707484654399
1216,Diff-Means-Stnd,23,4000,0.05,1.3333333333333333,-0.5481683818747907
1217,Diff-Means-Frac,23,4000,0.05,1.3333333333333333,-0.7077777360308023
1218,Graph-Agnostic,24,4000,0.05,1.3333333333333333,0.052118696986305
1219,Graph-Aware,24,4000,0.05,1.3333333333333333,0.06970697139334563
1220,Graph-Agnostic-VR,24,4000,0.05,1.3333333333333333,0.03657014481409349
1221,OLS-Prop,24,4000,0.05,1.3333333333333333,-0.23701778828281644
1222,OLS-Num,24,4000,0.05,1.3333333333333333,0.19395844597310383
1223,Diff-Means-Stnd,24,4000,0.05,1.3333333333333333,-0.54501400854434
1224,Diff-Means-Frac,24,4000,0.05,1.3333333333333333,-0.7057672316195067
1225,Graph-Agnostic,25,4000,0.05,1.3333333333333333,-0.015472212243504618
1226,Graph-Aware,25,4000,0.05,1.3333333333333333,-0.005756195552288268
1227,Graph-Agnostic-VR,25,4000,0.05,1.3333333333333333,-0.015472212243504745
1228,OLS-Prop,25,4000,0.05,1.3333333333333333,-0.2971070330505901
1229,OLS-Num,25,4000,0.05,1.3333333333333333,0.3602303158269398
1230,Diff-Means-Stnd,25,4000,0.05,1.3333333333333333,-0.5791930282654817
1231,Diff-Means-Frac,25,4000,0.05,1.3333333333333333,-0.7265123346784309
1232,Graph-Agnostic,26,4000,0.05,1.3333333333333333,-0.06310649877668228
1233,Graph-Aware,26,4000,0.05,1.3333333333333333,-0.07992510719111463
1234,Graph-Agnostic-VR,26,4000,0.05,1.3333333333333333,0.0020251349982007335
1235,OLS-Prop,26,4000,0.05,1.3333333333333333,-0.26799512220344407
1236,OLS-Num,26,4000,0.05,1.3333333333333333,0.25048427201873913
1237,Diff-Means-Stnd,26,4000,0.05,1.3333333333333333,-0.5709434443966847
1238,Diff-Means-Frac,26,4000,0.05,1.3333333333333333,-0.7065356591242751
1239,Graph-Agnostic,27,4000,0.05,1.3333333333333333,0.04404811840176907
1240,Graph-Aware,27,4000,0.05,1.3333333333333333,0.011004184834005438
1241,Graph-Agnostic-VR,27,4000,0.05,1.3333333333333333,-0.010380930424863502
1242,OLS-Prop,27,4000,0.05,1.3333333333333333,-0.24514304744958626
1243,OLS-Num,27,4000,0.05,1.3333333333333333,0.2643748353308798
1244,Diff-Means-Stnd,27,4000,0.05,1.3333333333333333,-0.5287254131795938
1245,Diff-Means-Frac,27,4000,0.05,1.3333333333333333,-0.7169620596981582
1246,Graph-Agnostic,28,4000,0.05,1.3333333333333333,0.04692385809663277
1247,Graph-Aware,28,4000,0.05,1.3333333333333333,0.030277052795694915
1248,Graph-Agnostic-VR,28,4000,0.05,1.3333333333333333,-0.007655110808878899
1249,OLS-Prop,28,4000,0.05,1.3333333333333333,-0.25742460823663604
1250,OLS-Num,28,4000,0.05,1.3333333333333333,0.3290230812403693
1251,Diff-Means-Stnd,28,4000,0.05,1.3333333333333333,-0.5578968514941195
1252,Diff-Means-Frac,28,4000,0.05,1.3333333333333333,-0.7115787952258873
1253,Graph-Agnostic,29,4000,0.05,1.3333333333333333,0.027090675618154314
1254,Graph-Aware,29,4000,0.05,1.3333333333333333,-0.0018935173277637304
1255,Graph-Agnostic-VR,29,4000,0.05,1.3333333333333333,-0.012412811905620923
1256,OLS-Prop,29,4000,0.05,1.3333333333333333,-0.29566698467136443
1257,OLS-Num,29,4000,0.05,1.3333333333333333,0.3541060680147208
1258,Diff-Means-Stnd,29,4000,0.05,1.3333333333333333,-0.5745206491040901
1259,Diff-Means-Frac,29,4000,0.05,1.3333333333333333,-0.7322226312630432
1260,Graph-Agnostic,30,4000,0.05,1.3333333333333333,-0.1027624880031906
1261,Graph-Aware,30,4000,0.05,1.3333333333333333,-0.08296876743313014
1262,Graph-Agnostic-VR,30,4000,0.05,1.3333333333333333,-0.019412555194743733
1263,OLS-Prop,30,4000,0.05,1.3333333333333333,-0.27696489712852784
1264,OLS-Num,30,4000,0.05,1.3333333333333333,0.26200823619176783
1265,Diff-Means-Stnd,30,4000,0.05,1.3333333333333333,-0.5653941402089925
1266,Diff-Means-Frac,30,4000,0.05,1.3333333333333333,-0.7214295114245863
1267,Graph-Agnostic,31,4000,0.05,1.3333333333333333,0.08692224816976538
1268,Graph-Aware,31,4000,0.05,1.3333333333333333,0.08763386304581389
1269,Graph-Agnostic-VR,31,4000,0.05,1.3333333333333333,0.011090463413735202
1270,OLS-Prop,31,4000,0.05,1.3333333333333333,-0.26156720585304427
1271,OLS-Num,31,4000,0.05,1.3333333333333333,0.14323605677103163
1272,Diff-Means-Stnd,31,4000,0.05,1.3333333333333333,-0.5827856795428624
1273,Diff-Means-Frac,31,4000,0.05,1.3333333333333333,-0.7139634417609835
1274,Graph-Agnostic,32,4000,0.05,1.3333333333333333,0.08971823185198473
1275,Graph-Aware,32,4000,0.05,1.3333333333333333,0.08180482171476751
1276,Graph-Agnostic-VR,32,4000,0.05,1.3333333333333333,0.04780599216536992
1277,OLS-Prop,32,4000,0.05,1.3333333333333333,-0.21321238802789266
1278,OLS-Num,32,4000,0.05,1.3333333333333333,0.22007423442307877
1279,Diff-Means-Stnd,32,4000,0.05,1.3333333333333333,-0.5582325958696744
1280,Diff-Means-Frac,32,4000,0.05,1.3333333333333333,-0.6997367645604466
1281,Graph-Agnostic,33,4000,0.05,1.3333333333333333,-0.055843719553814744
1282,Graph-Aware,33,4000,0.05,1.3333333333333333,-0.06350836930955728
1283,Graph-Agnostic-VR,33,4000,0.05,1.3333333333333333,0.009792813311428134
1284,OLS-Prop,33,4000,0.05,1.3333333333333333,-0.28021312978154755
1285,OLS-Num,33,4000,0.05,1.3333333333333333,0.20520983674523402
1286,Diff-Means-Stnd,33,4000,0.05,1.3333333333333333,-0.5912278979946175
1287,Diff-Means-Frac,33,4000,0.05,1.3333333333333333,-0.7041654263580541
1288,Graph-Agnostic,34,4000,0.05,1.3333333333333333,0.012743637854816935
1289,Graph-Aware,34,4000,0.05,1.3333333333333333,-0.04156361198076429
1290,Graph-Agnostic-VR,34,4000,0.05,1.3333333333333333,-0.03086733219634741
1291,OLS-Prop,34,4000,0.05,1.3333333333333333,-0.2736273491362109
1292,OLS-Num,34,4000,0.05,1.3333333333333333,0.21897783585249037
1293,Diff-Means-Stnd,34,4000,0.05,1.3333333333333333,-0.5746566434937054
1294,Diff-Means-Frac,34,4000,0.05,1.3333333333333333,-0.7177972784267139
1295,Graph-Agnostic,35,4000,0.05,1.3333333333333333,-0.08344602992570249
1296,Graph-Aware,35,4000,0.05,1.3333333333333333,-0.07254219008633155
1297,Graph-Agnostic-VR,35,4000,0.05,1.3333333333333333,0.007202164916810344
1298,OLS-Prop,35,4000,0.05,1.3333333333333333,-0.25615901965233717
1299,OLS-Num,35,4000,0.05,1.3333333333333333,0.198347467443775
1300,Diff-Means-Stnd,35,4000,0.05,1.3333333333333333,-0.576585166008094
1301,Diff-Means-Frac,35,4000,0.05,1.3333333333333333,-0.7069160178667604
1302,Graph-Agnostic,36,4000,0.05,1.3333333333333333,-0.0014975891537329289
1303,Graph-Aware,36,4000,0.05,1.3333333333333333,0.008228224943035378
1304,Graph-Agnostic-VR,36,4000,0.05,1.3333333333333333,-0.039901528032435525
1305,OLS-Prop,36,4000,0.05,1.3333333333333333,-0.26954314345420427
1306,OLS-Num,36,4000,0.05,1.3333333333333333,0.20611783444866946
1307,Diff-Means-Stnd,36,4000,0.05,1.3333333333333333,-0.5533684723763469
1308,Diff-Means-Frac,36,4000,0.05,1.3333333333333333,-0.7262173398233351
1309,Graph-Agnostic,37,4000,0.05,1.3333333333333333,-0.05897590247674173
1310,Graph-Aware,37,4000,0.05,1.3333333333333333,-0.05880437766508028
1311,Graph-Agnostic-VR,37,4000,0.05,1.3333333333333333,0.03409241486072332
